customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_Tenure_Ratio,TotalyCharges_Tenure_Ratio,TotalCharges_Tenure_Ratio
4808-YNLEU,35,1,1,1,62.15,2215.45,0,1.7757142857142856,63.29857142857142,63.29857142857142
1862-QRWPE,48,1,2,1,20.65,1057.0,0,0.4302083333333333,22.020833333333332,22.020833333333332
2796-NNUFI,46,1,2,2,19.95,927.1,0,0.43369565217391304,20.15434782608696,20.15434782608696
3016-KSVCP,29,0,0,2,33.75,1009.25,0,1.1637931034482758,34.80172413793103,34.80172413793103
4767-HZZHQ,30,1,0,1,82.05,2570.2,0,2.735,85.67333333333333,85.67333333333333
2424-WVHPL,1,1,0,3,74.7,74.7,0,74.7,74.7,74.7
7233-PAHHL,66,1,2,2,84.0,5714.25,0,1.2727272727272727,86.57954545454545,86.57954545454545
6067-NGCEU,65,1,0,0,111.05,7107.0,0,1.7084615384615385,109.33846153846154,109.33846153846154
9848-JQJTX,72,1,2,1,100.9,7459.05,0,1.401388888888889,103.59791666666666,103.59791666666666
8637-XJIVR,12,1,0,3,78.95,927.35,1,6.579166666666667,77.27916666666667,77.27916666666667
9803-FTJCG,71,1,1,0,66.85,4748.7,0,0.9415492957746479,66.8830985915493,66.8830985915493
0278-YXOOG,5,1,0,2,21.05,113.85,1,4.21,22.77,22.77
3212-KXOCR,52,1,2,1,21.0,1107.2,0,0.40384615384615385,21.292307692307695,21.292307692307695
4598-XLKNJ,25,1,0,3,98.5,2514.5,1,3.94,100.58,100.58
6380-ARCEH,1,1,0,2,20.2,20.2,0,20.2,20.2,20.2
3679-XASPY,1,1,0,3,19.45,19.45,0,19.45,19.45,19.45
7123-WQUHX,38,1,1,1,95.0,3605.6,0,2.5,94.88421052631578,94.88421052631578
5386-THSLQ,66,0,1,1,45.55,3027.25,0,0.6901515151515151,45.86742424242424,45.86742424242424
3192-NQECA,68,1,2,1,110.0,7611.85,1,1.6176470588235294,111.93897058823529,111.93897058823529
6180-YBIQI,5,0,0,2,24.3,100.2,0,4.86,20.04,20.04
6728-DKUCO,72,1,1,3,104.15,7303.05,0,1.4465277777777779,101.43125,101.43125
9750-BOOHV,32,0,1,2,30.15,927.65,0,0.9421875,28.9890625,28.9890625
8597-CWYHH,43,1,1,2,94.35,3921.3,0,2.1941860465116276,91.19302325581396,91.19302325581396
2848-YXSMW,72,1,2,0,19.4,1363.25,0,0.26944444444444443,18.93402777777778,18.93402777777778
0486-HECZI,55,1,0,3,96.75,5238.9,1,1.759090909090909,95.25272727272727,95.25272727272727
4549-ZDQYY,52,1,1,0,57.95,3042.25,0,1.114423076923077,58.50480769230769,58.50480769230769
5712-AHQNN,43,1,0,3,91.65,3954.1,0,2.1313953488372093,91.95581395348837,91.95581395348837
4846-WHAFZ,37,1,0,3,76.5,2868.15,1,2.0675675675675675,77.51756756756757,77.51756756756757
5256-SKJGO,64,0,2,3,54.6,3423.5,0,0.853125,53.4921875,53.4921875
3071-VBYPO,3,1,0,3,89.85,248.4,0,29.95,82.8,82.8
9560-BBZXK,36,0,2,1,31.05,1126.35,0,0.8625,31.287499999999998,31.287499999999998
5299-RULOA,10,1,0,3,100.25,1064.65,1,10.025,106.465,106.465
8402-OOOHJ,41,1,2,2,20.65,835.15,0,0.5036585365853659,20.36951219512195,20.36951219512195
9445-ZUEQE,27,1,0,0,85.2,2151.6,0,3.1555555555555554,79.68888888888888,79.68888888888888
1091-SOZGA,56,1,1,0,99.8,5515.45,0,1.782142857142857,98.49017857142857,98.49017857142857
2928-HLDBA,6,1,0,2,20.7,112.75,0,3.4499999999999997,18.791666666666668,18.791666666666668
0404-SWRVG,3,1,0,3,74.4,229.55,1,24.8,76.51666666666667,76.51666666666667
6497-TILVL,7,1,0,2,50.7,350.35,0,7.242857142857143,50.050000000000004,50.050000000000004
7219-TLZHO,4,1,0,2,20.85,62.9,0,5.2125,15.725,15.725
4622-YNKIJ,33,1,2,3,88.95,3027.65,0,2.6954545454545453,91.7469696969697,91.7469696969697
4412-YLTKF,27,1,0,3,78.05,2135.5,1,2.890740740740741,79.0925925925926,79.0925925925926
6734-PSBAW,72,1,2,1,23.55,1723.95,0,0.32708333333333334,23.94375,23.94375
3930-ZGWVE,1,1,0,2,19.75,19.75,0,19.75,19.75,19.75
2639-UGMAZ,71,0,1,3,56.45,3985.35,0,0.7950704225352113,56.131690140845066,56.131690140845066
2876-GZYZC,13,1,0,3,85.95,1215.65,0,6.611538461538462,93.51153846153846,93.51153846153846
6207-WIOLX,25,0,0,0,58.6,1502.65,1,2.344,60.106,60.106
8587-XYZSF,67,1,2,1,50.55,3260.1,0,0.7544776119402985,48.65820895522388,48.65820895522388
3091-FYHKI,1,0,0,3,35.45,35.45,1,35.45,35.45,35.45
2372-HWUHI,2,1,0,3,44.35,81.25,1,22.175,40.625,40.625
7799-LGRDP,43,1,2,0,25.7,1188.2,0,0.5976744186046511,27.632558139534886,27.632558139534886
7850-VWJUU,23,1,0,1,75.0,1778.5,0,3.260869565217391,77.32608695652173,77.32608695652173
3774-VBNXY,64,1,2,2,20.2,1277.75,0,0.315625,19.96484375,19.96484375
6217-KDYWC,57,1,2,2,19.6,1170.55,0,0.34385964912280703,20.5359649122807,20.5359649122807
0390-DCFDQ,1,1,0,2,70.45,70.45,1,70.45,70.45,70.45
3146-MSEGF,72,1,2,0,88.05,6425.65,0,1.2229166666666667,89.24513888888889,89.24513888888889
4080-OGPJL,8,1,0,3,71.15,563.65,1,8.89375,70.45625,70.45625
1095-WGNGG,61,1,2,1,101.05,5971.25,0,1.6565573770491804,97.88934426229508,97.88934426229508
2636-SJDOU,64,1,1,0,84.3,5289.05,0,1.3171875,82.64140625,82.64140625
1131-QQZEB,71,1,2,1,23.95,1756.2,0,0.3373239436619718,24.735211267605635,24.735211267605635
5716-EZXZN,65,1,2,0,99.05,6416.7,0,1.5238461538461539,98.71846153846154,98.71846153846154
6837-BJYDQ,3,1,1,2,19.6,61.35,0,6.533333333333334,20.45,20.45
2135-RXIHG,1,1,0,3,45.65,45.65,1,45.65,45.65,45.65
6440-DKQGE,30,1,1,0,64.5,1929.95,0,2.15,64.33166666666666,64.33166666666666
3466-BYAVD,15,1,0,2,69.5,1071.4,0,4.633333333333334,71.42666666666668,71.42666666666668
3780-YVMFA,8,1,0,3,68.55,564.35,0,8.56875,70.54375,70.54375
3874-EQOEP,7,1,0,2,95.0,655.5,1,13.571428571428571,93.64285714285714,93.64285714285714
1679-JRFBR,70,1,1,0,108.15,7930.55,0,1.5450000000000002,113.29357142857143,113.29357142857143
9073-ZZIAY,62,1,2,3,86.1,5215.25,0,1.3887096774193548,84.11693548387096,84.11693548387096
3077-RSNTJ,6,1,0,2,19.7,113.5,0,3.283333333333333,18.916666666666668,18.916666666666668
6551-GNYDG,14,1,0,1,80.9,1152.8,0,5.778571428571429,82.34285714285714,82.34285714285714
9167-APMXZ,22,1,0,1,84.15,1821.95,0,3.825,82.81590909090909,82.81590909090909
2749-CTKAJ,22,1,1,2,20.15,419.9,0,0.9159090909090909,19.086363636363636,19.086363636363636
6371-NZYEG,16,1,2,2,64.25,1024.0,0,4.015625,64.0,64.0
7554-NEWDD,10,1,2,1,25.7,251.6,0,2.57,25.16,25.16
8992-VONJD,13,1,0,3,56.0,764.55,0,4.3076923076923075,58.81153846153846,58.81153846153846
0867-MKZVY,20,1,0,3,82.4,1592.35,1,4.12,79.61749999999999,79.61749999999999
4482-EWFMI,2,1,0,3,69.7,135.2,0,34.85,67.6,67.6
4648-YPBTM,53,1,2,1,73.9,3958.25,0,1.3943396226415095,74.68396226415095,74.68396226415095
2907-ILJBN,11,1,1,2,20.6,233.9,0,1.8727272727272728,21.263636363636365,21.263636363636365
6345-FZOQH,69,1,2,2,19.9,1363.45,0,0.28840579710144926,19.76014492753623,19.76014492753623
3376-BMGFE,4,1,0,1,70.9,273.0,1,17.725,68.25,68.25
5997-OPVFA,72,1,2,1,89.05,6254.45,0,1.2368055555555555,86.86736111111111,86.86736111111111
3445-HXXGF,58,0,0,3,45.3,2651.2,1,0.7810344827586206,45.710344827586205,45.710344827586205
1159-WFSGR,16,1,0,3,20.4,321.4,0,1.275,20.0875,20.0875
7654-YWJUF,43,1,1,1,84.25,3539.25,0,1.9593023255813953,82.30813953488372,82.30813953488372
1875-QIVME,2,1,0,3,104.4,242.8,1,52.2,121.4,121.4
6727-IOTLZ,14,1,2,2,81.95,1181.75,0,5.853571428571429,84.41071428571429,84.41071428571429
0691-JVSYA,53,1,1,1,94.85,5000.2,1,1.7896226415094338,94.3433962264151,94.3433962264151
5918-VUKWP,32,1,1,1,20.55,654.55,0,0.6421875,20.4546875,20.4546875
1744-JHKYS,34,1,0,3,24.7,780.2,0,0.7264705882352941,22.947058823529414,22.947058823529414
2656-FMOKZ,15,1,0,2,74.45,1145.7,1,4.963333333333334,76.38000000000001,76.38000000000001
2070-FNEXE,7,1,0,1,76.45,503.6,1,10.921428571428573,71.94285714285715,71.94285714285715
5947-SGKCL,15,1,0,1,105.35,1559.25,0,7.0233333333333325,103.95,103.95
3712-PKXZA,61,1,1,0,20.55,1252.0,0,0.3368852459016394,20.524590163934427,20.524590163934427
6317-YPKDH,1,0,0,1,29.95,29.95,1,29.95,29.95,29.95
6582-OIVSP,1,1,0,2,45.3,45.3,0,45.3,45.3,45.3
9367-WXLCH,8,1,0,1,84.5,662.65,1,10.5625,82.83125,82.83125
5524-KHNJP,33,1,1,0,74.75,2453.3,0,2.265151515151515,74.34242424242424,74.34242424242424
1918-ZBFQJ,13,1,0,3,79.25,1111.65,1,6.096153846153846,85.51153846153846,85.51153846153846
1024-GUALD,1,0,0,3,24.8,24.8,1,24.8,24.8,24.8
4827-USJHP,20,1,0,2,51.8,1023.85,0,2.59,51.1925,51.1925
8167-GJLRN,3,0,0,3,30.4,82.15,0,10.133333333333333,27.383333333333336,27.383333333333336
0956-SYCWG,13,1,1,3,19.65,244.8,0,1.5115384615384615,18.83076923076923,18.83076923076923
8017-UVSZU,40,1,0,0,56.6,2379.1,0,1.415,59.4775,59.4775
7100-FQPRV,43,1,1,0,71.9,3173.35,0,1.672093023255814,73.79883720930232,73.79883720930232
2472-OVKUP,6,1,0,3,91.0,531.0,1,15.166666666666666,88.5,88.5
2984-RGEYA,69,1,2,1,19.75,1375.4,0,0.286231884057971,19.933333333333334,19.933333333333334
9680-NIAUV,72,1,2,0,109.7,8129.3,0,1.5236111111111112,112.90694444444445,112.90694444444445
2146-EGVDT,59,1,2,0,19.3,1192.7,0,0.3271186440677966,20.215254237288136,20.215254237288136
2604-IJPDU,20,1,0,3,96.55,1901.65,0,4.8275,95.08250000000001,95.08250000000001
9178-JHUVJ,24,1,2,1,24.1,587.4,0,1.0041666666666667,24.474999999999998,24.474999999999998
6168-YBYNP,59,1,0,3,111.35,6519.75,0,1.8872881355932203,110.5042372881356,110.5042372881356
7255-SSFBC,72,1,2,1,112.25,8041.65,0,1.5590277777777777,111.68958333333333,111.68958333333333
3645-DEYGF,1,1,0,2,20.75,20.75,0,20.75,20.75,20.75
9323-HGFWY,27,1,1,0,101.9,2681.15,0,3.774074074074074,99.30185185185185,99.30185185185185
8544-GOQSH,14,1,0,0,80.05,1112.3,0,5.7178571428571425,79.45,79.45
3363-DTIVD,71,1,2,3,105.55,7405.5,0,1.486619718309859,104.30281690140845,104.30281690140845
7018-WBJNK,13,1,0,0,78.3,1033.95,0,6.023076923076923,79.53461538461539,79.53461538461539
9142-KZXOP,44,1,0,0,68.85,2958.95,0,1.5647727272727272,67.24886363636364,67.24886363636364
7674-YTAFD,33,1,1,1,79.95,2684.85,0,2.422727272727273,81.35909090909091,81.35909090909091
6348-SNFUS,72,0,2,0,55.45,4179.2,0,0.7701388888888889,58.044444444444444,58.044444444444444
1285-OKIPP,1,1,0,3,79.9,79.9,1,79.9,79.9,79.9
7825-ECJRF,19,1,0,3,106.6,1934.45,1,5.610526315789474,101.81315789473685,101.81315789473685
1347-KTTTA,64,1,1,0,102.45,6654.1,0,1.60078125,103.9703125,103.9703125
7841-TZDMQ,2,1,0,0,46.0,84.5,1,23.0,42.25,42.25
4195-NZGTA,1,0,0,3,25.25,25.25,0,25.25,25.25,25.25
7157-SMCFK,61,1,2,2,19.75,1124.2,0,0.3237704918032787,18.42950819672131,18.42950819672131
4709-LKHYG,29,1,1,3,20.0,540.05,0,0.6896551724137931,18.622413793103448,18.622413793103448
2504-DSHIH,23,1,0,3,86.8,1975.85,0,3.773913043478261,85.90652173913043,85.90652173913043
0699-NDKJM,57,0,0,1,58.75,3437.45,0,1.030701754385965,60.30614035087719,60.30614035087719
9286-BHDQG,72,0,2,0,45.25,3139.8,0,0.6284722222222222,43.608333333333334,43.608333333333334
0230-WEQUW,66,0,2,1,56.6,3789.2,0,0.8575757575757575,57.41212121212121,57.41212121212121
2040-LDIWQ,65,1,2,1,84.2,5324.5,0,1.2953846153846154,81.91538461538461,81.91538461538461
6496-JDSSB,8,1,0,1,80.0,624.6,0,10.0,78.075,78.075
9408-SSNVZ,4,1,0,3,70.15,268.35,1,17.5375,67.0875,67.0875
4443-EMBNA,71,1,2,1,24.75,1836.9,0,0.3485915492957746,25.871830985915494,25.871830985915494
6469-MRVET,1,1,1,3,20.2,20.2,0,20.2,20.2,20.2
0742-MOABM,4,1,0,2,50.05,179.35,1,12.5125,44.8375,44.8375
5961-VUSRV,12,1,1,1,19.35,219.35,0,1.6125,18.279166666666665,18.279166666666665
6778-JFCMK,24,0,1,2,50.6,1288.75,0,2.1083333333333334,53.697916666666664,53.697916666666664
6341-JVQGF,31,1,1,2,81.15,2545.75,0,2.6177419354838714,82.12096774193549,82.12096774193549
2232-DMLXU,1,1,0,2,55.2,55.2,1,55.2,55.2,55.2
4811-JBUVU,30,1,0,0,89.9,2723.15,0,2.996666666666667,90.77166666666668,90.77166666666668
0945-TSONX,47,1,2,0,85.3,4107.25,0,1.8148936170212766,87.38829787234043,87.38829787234043
2651-ZCBXV,54,1,2,0,108.0,5760.65,0,2.0,106.6787037037037,106.6787037037037
3316-UWXUY,50,1,0,0,93.5,4747.5,0,1.87,94.95,94.95
8937-RDTHP,1,1,0,2,84.6,84.6,1,84.6,84.6,84.6
7083-MIOPC,72,1,2,0,20.25,1566.9,0,0.28125,21.762500000000003,21.762500000000003
1984-GPTEH,29,1,0,3,25.15,702.0,0,0.8672413793103447,24.20689655172414,24.20689655172414
1251-KRREG,2,1,0,2,54.4,114.1,1,27.2,57.05,57.05
0621-JFHOL,10,0,2,2,29.6,299.05,0,2.96,29.905,29.905
9903-LYSAB,18,1,0,3,73.15,1305.95,0,4.063888888888889,72.55277777777778,72.55277777777778
0094-OIFMO,11,1,0,3,95.0,1120.3,1,8.636363636363637,101.84545454545454,101.84545454545454
9227-UAQFT,16,1,2,2,19.75,284.35,0,1.234375,17.771875,17.771875
7301-ABVAD,72,1,2,1,86.6,6350.5,0,1.2027777777777777,88.20138888888889,88.20138888888889
6614-FHDBO,72,1,2,1,109.2,7878.3,0,1.5166666666666666,109.42083333333333,109.42083333333333
7576-ASEJU,41,1,1,0,74.7,3187.65,0,1.8219512195121952,77.74756097560976,77.74756097560976
9058-HRZSV,65,1,0,3,94.4,6126.15,0,1.4523076923076923,94.24846153846153,94.24846153846153
4522-AKYLR,13,1,0,3,54.8,731.3,0,4.2153846153846155,56.25384615384615,56.25384615384615
0221-WMXNQ,4,1,0,3,75.35,273.4,0,18.8375,68.35,68.35
0303-UNCIP,41,1,1,2,65.0,2531.8,0,1.5853658536585367,61.75121951219513,61.75121951219513
9947-OTFQU,15,1,0,3,74.4,1074.3,1,4.96,71.61999999999999,71.61999999999999
0322-YINQP,1,1,0,2,48.55,48.55,1,48.55,48.55,48.55
0959-WHOKV,42,1,1,3,99.0,4298.45,0,2.357142857142857,102.34404761904761,102.34404761904761
4075-JFPGR,51,1,1,3,93.5,4619.55,0,1.8333333333333333,90.57941176470588,90.57941176470588
4629-NRXKX,2,1,0,3,70.4,147.15,1,35.2,73.575,73.575
9514-JDSKI,1,0,0,3,40.2,40.2,1,40.2,40.2,40.2
3282-ZISZV,32,1,1,0,83.7,2633.3,0,2.615625,82.290625,82.290625
3675-YDUPJ,10,1,0,2,19.85,193.05,0,1.985,19.305,19.305
4111-BNXIF,67,0,2,3,59.55,4103.9,0,0.8888059701492537,61.252238805970144,61.252238805970144
7017-VFHAY,61,1,2,0,115.1,7008.15,0,1.8868852459016392,114.88770491803278,114.88770491803278
6655-LHBYW,50,1,1,0,114.35,5791.1,0,2.287,115.822,115.822
4959-JOSRX,2,1,0,0,44.6,80.55,1,22.3,40.275,40.275
5046-NUHWD,29,0,0,3,45.0,1228.65,0,1.5517241379310345,42.36724137931035,42.36724137931035
7273-TEFQD,3,0,0,3,41.15,132.2,1,13.716666666666667,44.06666666666666,44.06666666666666
3606-TWKGI,13,1,0,3,106.9,1364.3,1,8.223076923076924,104.94615384615385,104.94615384615385
7529-ZDFXI,57,1,0,3,89.85,4925.35,0,1.5763157894736841,86.40964912280702,86.40964912280702
7605-BDWDC,31,0,2,1,49.85,1520.1,0,1.6080645161290323,49.03548387096774,49.03548387096774
1950-KSVVJ,45,1,1,2,113.3,5032.25,0,2.517777777777778,111.82777777777778,111.82777777777778
0123-CRBRT,61,1,2,2,88.1,5526.75,0,1.444262295081967,90.60245901639344,90.60245901639344
6292-TOSSS,50,1,2,1,24.9,1195.25,0,0.498,23.905,23.905
3197-ARFOY,19,1,0,2,105.0,2007.25,0,5.526315789473684,105.64473684210526,105.64473684210526
6323-AYBRX,59,1,2,2,19.35,1099.6,1,0.3279661016949153,18.63728813559322,18.63728813559322
7014-ZZXAW,71,1,2,0,24.25,1732.95,0,0.3415492957746479,24.40774647887324,24.40774647887324
4385-GZQXV,16,1,0,3,94.45,1511.2,1,5.903125,94.45,94.45
7633-MVPUY,57,1,2,3,59.75,3450.15,0,1.0482456140350878,60.52894736842106,60.52894736842106
6366-ZGQGL,1,0,0,1,24.8,24.8,1,24.8,24.8,24.8
4716-HHKQH,20,1,0,3,107.05,2172.05,0,5.3525,108.6025,108.6025
5940-AHUHD,1,1,0,2,70.6,70.6,1,70.6,70.6,70.6
6432-TWQLB,5,1,0,3,85.4,401.1,1,17.080000000000002,80.22,80.22
4484-GLZOU,52,1,0,3,105.05,5624.85,1,2.020192307692308,108.17019230769232,108.17019230769232
3179-GBRWV,21,1,0,1,64.95,1339.8,0,3.092857142857143,63.8,63.8
8645-KWHJO,14,0,0,3,55.0,771.95,0,3.9285714285714284,55.13928571428572,55.13928571428572
4130-MZLCC,5,1,0,1,50.55,244.75,0,10.11,48.95,48.95
0314-TKOSI,6,1,0,2,55.15,322.9,0,9.191666666666666,53.81666666666666,53.81666666666666
8229-MYEJZ,10,1,0,3,51.2,498.25,0,5.12,49.825,49.825
2080-SRCDE,1,1,0,2,25.4,25.4,0,25.4,25.4,25.4
9577-WJVCQ,68,1,0,2,54.45,3687.75,0,0.8007352941176471,54.231617647058826,54.231617647058826
9512-UIBFX,18,1,0,2,95.15,1779.95,1,5.286111111111111,98.88611111111112,98.88611111111112
6202-DYYFX,22,1,1,0,76.0,1783.6,0,3.4545454545454546,81.07272727272726,81.07272727272726
