tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_log,TotalCharges_Tenure_Ratio,MonthlyCharges_to_TotalCharges_Ratio,customerID
49,1,Month-to-month,Credit card (automatic),59.6,2970.3,0,4.087655574071304,60.61836734693878,0.020065313268020066,25
30,1,Month-to-month,Bank transfer (automatic),55.3,1530.6,0,4.012772908528289,51.019999999999996,0.036129622370312295,26
47,1,Month-to-month,Electronic check,99.35,4749.15,1,4.598648968997826,101.04574468085106,0.02091953296905762,27
1,0,Month-to-month,Electronic check,30.2,30.2,1,3.407841924380824,30.2,1.0,28
72,1,Two year,Credit card (automatic),90.25,6369.45,0,4.502583597212991,88.46458333333334,0.014169198282426269,29
17,1,Month-to-month,Mailed check,64.7,1093.1,1,4.169761201506855,64.3,0.059189461165492646,30
71,1,Two year,Credit card (automatic),96.35,6766.95,0,4.567987394860375,95.30915492957746,0.014238320070341882,31
2,1,Month-to-month,Credit card (automatic),95.5,181.65,0,4.5591262474866845,90.825,0.5257363060831268,32
27,1,One year,Mailed check,66.15,1874.45,0,4.191924890560965,69.42407407407407,0.03529035183653872,33
1,1,Month-to-month,Bank transfer (automatic),20.2,20.2,0,3.005682604407159,20.2,1.0,34
1,1,Month-to-month,Bank transfer (automatic),45.25,45.25,0,3.8122026701459353,45.25,1.0,35
72,1,Two year,Bank transfer (automatic),99.9,7251.7,0,4.604169685654508,100.71805555555555,0.013776080091564738,36
5,1,Month-to-month,Electronic check,69.7,316.9,1,4.244200317766478,63.379999999999995,0.21994319974755447,37
46,1,Month-to-month,Credit card (automatic),74.8,3548.3,0,4.314817884980432,77.13695652173914,0.021080517430882392,38
34,1,Month-to-month,Electronic check,106.35,3549.25,1,4.666735541646246,104.38970588235294,0.02996407691765866,39
11,1,Month-to-month,Bank transfer (automatic),97.85,1105.4,1,4.583435693842085,100.4909090909091,0.08851999276280079,40
10,1,One year,Mailed check,49.55,475.7,0,3.902982260775997,47.57,0.10416228715577044,41
70,1,Two year,Credit card (automatic),69.2,4872.35,0,4.237000862623624,69.605,0.014202592178312313,42
17,1,One year,Mailed check,20.75,418.25,0,3.0325462466767075,24.602941176470587,0.049611476389719064,43
63,1,Two year,Credit card (automatic),79.85,4861.45,0,4.380149874661021,77.16587301587302,0.016425140647337726,44
13,1,Month-to-month,Electronic check,76.2,981.45,0,4.333361462692601,75.49615384615385,0.07764022619593458,45
49,1,Month-to-month,Electronic check,84.5,3906.7,0,4.436751534363128,79.72857142857143,0.02162950828064607,46
2,1,Month-to-month,Mailed check,49.25,97.0,0,3.8969093676180977,48.5,0.5077319587628866,47
2,1,Month-to-month,Electronic check,80.65,144.15,1,4.390118804571218,72.075,0.5594866458550122,48
52,1,Two year,Credit card (automatic),79.75,4217.8,0,4.378896741664954,81.11153846153846,0.01890796149651477,49
69,1,Two year,Credit card (automatic),64.15,4254.1,0,4.161224091061645,61.6536231884058,0.01507957029689006,50
43,1,Month-to-month,Electronic check,90.25,3838.75,0,4.502583597212991,89.27325581395348,0.023510257245197005,51
15,1,Month-to-month,Credit card (automatic),99.1,1426.4,1,4.596129441335942,95.09333333333333,0.06947560291643297,52
25,1,Month-to-month,Credit card (automatic),69.5,1752.65,0,4.241326752570746,70.10600000000001,0.03965423786837075,53
8,1,Month-to-month,Credit card (automatic),80.65,633.3,1,4.390118804571218,79.1625,0.12734880783199118,54
60,1,One year,Credit card (automatic),74.85,4456.35,0,4.3154861108656375,74.27250000000001,0.016796257026490288,55
18,1,Month-to-month,Electronic check,95.45,1752.55,1,4.558602550171757,97.36388888888888,0.054463496048614876,56
63,1,One year,Credit card (automatic),99.65,6311.2,0,4.6016640466588035,100.17777777777778,0.015789390290277604,57
66,1,One year,Electronic check,108.45,7076.35,0,4.6862892372728835,107.21742424242424,0.015325697570074967,58
34,1,Two year,Credit card (automatic),24.95,894.3,0,3.2168738221975275,26.302941176470586,0.02789891535278989,59
72,1,Two year,Credit card (automatic),107.5,7853.7,0,4.677490847567717,109.07916666666667,0.013687815933891033,60
47,1,Month-to-month,Electronic check,100.5,4707.1,0,4.61015772749913,100.15106382978725,0.021350725499776933,61
60,1,Month-to-month,Bank transfer (automatic),89.9,5450.7,0,4.498697941477575,90.845,0.016493294439246336,62
72,0,Two year,Bank transfer (automatic),42.1,2962.0,0,3.7400477406883357,41.138888888888886,0.014213369345037138,63
18,1,One year,Credit card (automatic),54.4,957.1,0,3.996364153861897,53.172222222222224,0.05683836589698046,64
9,1,Month-to-month,Electronic check,94.4,857.25,1,4.547541073151455,95.25,0.11011956838728493,65
3,1,Month-to-month,Electronic check,75.3,244.1,0,4.321480134805848,81.36666666666666,0.308480131093814,66
47,1,One year,Electronic check,78.9,3650.35,0,4.368181227851829,77.66702127659575,0.02161436574575041,67
31,1,Two year,Mailed check,79.2,2497.2,0,4.37197629882038,80.55483870967741,0.03171552138395003,68
50,1,Two year,Bank transfer (automatic),20.15,930.9,0,3.0032042883926917,18.618,0.021645719196476527,69
10,1,Month-to-month,Mailed check,79.85,887.35,0,4.380149874661021,88.735,0.08998704006310924,70
1,1,Month-to-month,Mailed check,49.05,49.05,0,3.892840186011372,49.05,1.0,71
52,1,One year,Electronic check,20.4,1090.65,0,3.0155349008501706,20.974038461538463,0.018704442305047447,72
64,1,Two year,Bank transfer (automatic),111.6,7099.0,0,4.71492104994721,110.921875,0.01572052401746725,73
62,1,Two year,Bank transfer (automatic),24.25,1424.6,0,3.188416617383492,22.97741935483871,0.017022322055313774,74
3,1,Month-to-month,Bank transfer (automatic),64.5,177.4,0,4.1666652238017265,59.13333333333333,0.36358511837655016,75
56,1,One year,Electronic check,110.5,6139.5,0,4.705015520957808,109.63392857142857,0.017998208323153353,76
46,1,One year,Credit card (automatic),55.65,2688.85,0,4.019082077721554,58.45326086956521,0.02069658032244268,77
8,1,Month-to-month,Mailed check,54.65,482.25,0,4.000949214622548,60.28125,0.1133229652669777,78
30,1,Month-to-month,Electronic check,74.75,2111.3,0,4.314149212270796,70.37666666666668,0.03540472694548382,79
45,1,One year,Credit card (automatic),25.9,1216.6,0,3.254242968705492,27.035555555555554,0.021288837744533946,80
1,1,Month-to-month,Electronic check,79.35,79.35,1,4.373868446972418,79.35,1.0,81
11,0,Month-to-month,Electronic check,50.55,565.35,0,3.9229629454664803,51.39545454545455,0.08941363756964711,82
7,1,Month-to-month,Bank transfer (automatic),75.15,496.9,1,4.319486116198983,70.98571428571428,0.1512376735761723,83
42,1,Month-to-month,Bank transfer (automatic),103.8,4327.5,0,4.642465970731788,103.03571428571429,0.023986135181975735,84
49,1,Two year,Bank transfer (automatic),20.15,973.35,0,3.0032042883926917,19.864285714285714,0.020701700313350797,85
9,1,Month-to-month,Credit card (automatic),99.3,918.75,0,4.598145571051127,102.08333333333333,0.10808163265306123,86
35,1,One year,Bank transfer (automatic),62.15,2215.45,0,4.12955081795672,63.29857142857142,0.02805299149157056,87
48,1,Two year,Bank transfer (automatic),20.65,1057.0,0,3.027715319407042,22.020833333333332,0.0195364238410596,88
46,1,Two year,Mailed check,19.95,927.1,0,2.9932291433358724,20.15434782608696,0.02151871427030525,89
29,0,Month-to-month,Mailed check,33.75,1009.25,0,3.518980417318539,34.80172413793103,0.03344067376764925,90
30,1,Month-to-month,Bank transfer (automatic),82.05,2570.2,0,4.4073288175361,85.67333333333333,0.03192358571317407,91
1,1,Month-to-month,Electronic check,74.7,74.7,0,4.3134800921387715,74.7,1.0,92
66,1,Two year,Mailed check,84.0,5714.25,0,4.430816798843313,86.57954545454545,0.014700091875574223,93
65,1,Month-to-month,Credit card (automatic),111.05,7107.0,0,4.709980550340436,109.33846153846154,0.0156254397073308,94
72,1,Two year,Bank transfer (automatic),100.9,7459.05,0,4.6141299273595635,103.59791666666666,0.013527191800564416,95
12,1,Month-to-month,Electronic check,78.95,927.35,1,4.3688147407016515,77.27916666666667,0.08513506227422225,96
71,1,One year,Credit card (automatic),66.85,4748.7,0,4.202451303547952,66.8830985915493,0.014077537010129088,97
5,1,Month-to-month,Mailed check,21.05,113.85,1,3.0469005601283903,22.77,0.18489240228370665,98
52,1,Two year,Bank transfer (automatic),21.0,1107.2,0,3.044522437723423,21.292307692307695,0.018966763005780346,99
25,1,Month-to-month,Electronic check,98.5,2514.5,1,4.590056548178043,100.58,0.03917279777291708,100
1,1,Month-to-month,Mailed check,20.2,20.2,0,3.005682604407159,20.2,1.0,101
1,1,Month-to-month,Electronic check,19.45,19.45,0,2.9678470700644555,19.45,1.0,102
38,1,One year,Bank transfer (automatic),95.0,3605.6,0,4.553876891600541,94.88421052631578,0.02634790326159308,103
66,0,One year,Bank transfer (automatic),45.55,3027.25,0,3.8188106237059674,45.86742424242424,0.015046659509455777,104
68,1,Two year,Bank transfer (automatic),110.0,7611.85,1,4.700480365792417,111.93897058823529,0.014451151822487305,105
5,0,Month-to-month,Mailed check,24.3,100.2,0,3.190476350346503,20.04,0.24251497005988024,106
72,1,One year,Electronic check,104.15,7303.05,0,4.645832167706981,101.43125,0.014261164855779435,107
32,0,One year,Mailed check,30.15,927.65,0,3.4061849231731944,28.9890625,0.03250148224006899,108
43,1,One year,Mailed check,94.35,3921.3,0,4.547011271814559,91.19302325581396,0.024060898171524746,109
72,1,Two year,Credit card (automatic),19.4,1363.25,0,2.9652730660692823,18.93402777777778,0.014230698697964422,110
55,1,Month-to-month,Electronic check,96.75,5238.9,1,4.572130331909891,95.25272727272727,0.018467617247895553,111
52,1,One year,Credit card (automatic),57.95,3042.25,0,4.059580569785761,58.50480769230769,0.019048401676390832,112
43,1,Month-to-month,Electronic check,91.65,3954.1,0,4.517976974285714,91.95581395348837,0.023178472977415848,113
37,1,Month-to-month,Electronic check,76.5,2868.15,1,4.33729074083249,77.51756756756757,0.026672245175461535,114
64,0,Two year,Electronic check,54.6,3423.5,0,4.000033882750859,53.4921875,0.015948590623630788,115
3,1,Month-to-month,Electronic check,89.85,248.4,0,4.498141613229568,82.8,0.3617149758454106,116
36,0,Two year,Bank transfer (automatic),31.05,1126.35,0,3.435598808379488,31.287499999999998,0.027566919696364364,117
10,1,Month-to-month,Electronic check,100.25,1064.65,1,4.6076670661866785,106.465,0.09416240078899168,118
41,1,Two year,Mailed check,20.65,835.15,0,3.027715319407042,20.36951219512195,0.024726097108303896,119
27,1,Month-to-month,Credit card (automatic),85.2,2151.6,0,4.44500143383527,79.68888888888888,0.03959843837144451,120
56,1,One year,Credit card (automatic),99.8,5515.45,0,4.603168183317418,98.49017857142857,0.018094625098586697,121
6,1,Month-to-month,Mailed check,20.7,112.75,0,3.0301337002713233,18.791666666666668,0.1835920177383592,122
3,1,Month-to-month,Electronic check,74.4,229.55,1,4.309455941839047,76.51666666666667,0.3241123938139839,123
7,1,Month-to-month,Mailed check,50.7,350.35,0,3.9259259105971376,50.050000000000004,0.14471243042671614,124
4,1,Month-to-month,Mailed check,20.85,62.9,0,3.0373539482448106,15.725,0.33147853736089034,125
33,1,Two year,Electronic check,88.95,3027.65,0,4.4880744141118445,91.7469696969697,0.02937922150843063,126
27,1,Month-to-month,Electronic check,78.05,2135.5,1,4.357349646961441,79.0925925925926,0.03654881760711777,127
72,1,Two year,Bank transfer (automatic),23.55,1723.95,0,3.159125820462427,23.94375,0.01366048899330027,128
1,1,Month-to-month,Mailed check,19.75,19.75,0,2.9831534913471307,19.75,1.0,129
71,0,One year,Electronic check,56.45,3985.35,0,4.033355290595671,56.131690140845066,0.014164377030875582,130
13,1,Month-to-month,Electronic check,85.95,1215.65,0,4.453765731828859,93.51153846153846,0.0707029161354008,131
25,0,Month-to-month,Credit card (automatic),58.6,1502.65,1,4.070734696582967,60.106,0.038997770605264034,132
67,1,Two year,Bank transfer (automatic),50.55,3260.1,0,3.9229629454664803,48.65820895522388,0.015505659335603201,133
1,0,Month-to-month,Electronic check,35.45,35.45,1,3.5681232529781366,35.45,1.0,134
2,1,Month-to-month,Electronic check,44.35,81.25,1,3.7921127087555884,40.625,0.5458461538461539,135
43,1,Two year,Credit card (automatic),25.7,1188.2,0,3.246490991901174,27.632558139534886,0.02162935532738596,136
23,1,Month-to-month,Bank transfer (automatic),75.0,1778.5,0,4.31748811353631,77.32608695652173,0.04217036828788305,137
64,1,Two year,Mailed check,20.2,1277.75,0,3.005682604407159,19.96484375,0.01580903932694189,138
57,1,Two year,Mailed check,19.6,1170.55,0,2.975529566236472,20.5359649122807,0.01674426551621033,139
1,1,Month-to-month,Mailed check,70.45,70.45,1,4.254903238344689,70.45,1.0,140
72,1,Two year,Credit card (automatic),88.05,6425.65,0,4.4779048349422155,89.24513888888889,0.013702893870659,141
8,1,Month-to-month,Electronic check,71.15,563.65,1,4.264790324535862,70.45625,0.12623081699636302,142
61,1,Two year,Bank transfer (automatic),101.05,5971.25,0,4.61561544384963,97.88934426229508,0.01692275486707138,143
64,1,One year,Credit card (automatic),84.3,5289.05,0,4.4343818650078095,82.64140625,0.015938590105973663,144
71,1,Two year,Bank transfer (automatic),23.95,1756.2,0,3.175968323856924,24.735211267605635,0.013637398929506888,145
65,1,Two year,Credit card (automatic),99.05,6416.7,0,4.59562477314456,98.71846153846154,0.015436283447878193,146
3,1,One year,Mailed check,19.6,61.35,0,2.975529566236472,20.45,0.319478402607987,147
1,1,Month-to-month,Electronic check,45.65,45.65,1,3.8210036070409776,45.65,1.0,148
30,1,One year,Credit card (automatic),64.5,1929.95,0,4.1666652238017265,64.33166666666666,0.03342055493665639,149
15,1,Month-to-month,Mailed check,69.5,1071.4,0,4.241326752570746,71.42666666666668,0.06486839649057308,150
8,1,Month-to-month,Electronic check,68.55,564.35,0,4.227563406008323,70.54375,0.12146717462567555,151
7,1,Month-to-month,Mailed check,95.0,655.5,1,4.553876891600541,93.64285714285714,0.14492753623188406,152
70,1,One year,Credit card (automatic),108.15,7930.55,0,4.683519152399068,113.29357142857143,0.013637137399045464,153
62,1,Two year,Electronic check,86.1,5215.25,0,4.455509411433685,84.11693548387096,0.016509275681894444,154
6,1,Month-to-month,Mailed check,19.7,113.5,0,2.9806186357439426,18.916666666666668,0.173568281938326,155
14,1,Month-to-month,Bank transfer (automatic),80.9,1152.8,0,4.393213824064446,82.34285714285714,0.07017696044413603,156
22,1,Month-to-month,Bank transfer (automatic),84.15,1821.95,0,4.432600920636815,82.81590909090909,0.046186777902796454,157
22,1,One year,Mailed check,20.15,419.9,0,3.0032042883926917,19.086363636363636,0.047987616099071206,158
16,1,Two year,Mailed check,64.25,1024.0,0,4.162781723775329,64.0,0.062744140625,159
10,1,Two year,Bank transfer (automatic),25.7,251.6,0,3.246490991901174,25.16,0.10214626391096979,160
13,1,Month-to-month,Electronic check,56.0,764.55,0,4.02535169073515,58.81153846153846,0.07324570008501734,161
20,1,Month-to-month,Electronic check,82.4,1592.35,1,4.411585436915426,79.61749999999999,0.05174741733915283,162
2,1,Month-to-month,Electronic check,69.7,135.2,0,4.244200317766478,67.6,0.5155325443786983,163
53,1,Two year,Bank transfer (automatic),73.9,3958.25,0,4.302712827954156,74.68396226415095,0.01866986673403651,164
11,1,One year,Mailed check,20.6,233.9,0,3.0252910757955354,21.263636363636365,0.08807182556648141,165
69,1,Two year,Mailed check,19.9,1363.45,0,2.990719731730447,19.76014492753623,0.014595328028163847,166
4,1,Month-to-month,Bank transfer (automatic),70.9,273.0,1,4.2612704335380815,68.25,0.25970695970695973,167
72,1,Two year,Bank transfer (automatic),89.05,6254.45,0,4.489198009735671,86.86736111111111,0.01423786264179904,168
58,0,Month-to-month,Electronic check,45.3,2651.2,1,3.8133070324889884,45.710344827586205,0.017086602293301147,169
16,1,Month-to-month,Electronic check,20.4,321.4,0,3.0155349008501706,20.0875,0.06347230864965775,170
43,1,One year,Bank transfer (automatic),84.25,3539.25,0,4.433788569232471,82.30813953488372,0.023804478349932896,171
2,1,Month-to-month,Electronic check,104.4,242.8,1,4.648229675448539,121.4,0.4299835255354201,172
14,1,Two year,Mailed check,81.95,1181.75,0,4.406109305189839,84.41071428571429,0.06934630844087158,173
53,1,One year,Bank transfer (automatic),94.85,5000.2,1,4.552296696381023,94.3433962264151,0.018969241230350785,174
32,1,One year,Bank transfer (automatic),20.55,654.55,0,3.022860940942244,20.4546875,0.03139561530822703,175
34,1,Month-to-month,Electronic check,24.7,780.2,0,3.2068032436339315,22.947058823529414,0.03165854908997692,176
15,1,Month-to-month,Mailed check,74.45,1145.7,1,4.310127759130018,76.38000000000001,0.06498210700881557,177
7,1,Month-to-month,Bank transfer (automatic),76.45,503.6,1,4.336636932375072,71.94285714285715,0.15180698967434472,178
15,1,Month-to-month,Bank transfer (automatic),105.35,1559.25,0,4.6572881402501976,103.95,0.06756453423120089,179
61,1,One year,Credit card (automatic),20.55,1252.0,0,3.022860940942244,20.524590163934427,0.01641373801916933,180
1,0,Month-to-month,Bank transfer (automatic),29.95,29.95,1,3.3995293245614584,29.95,1.0,181
1,1,Month-to-month,Mailed check,45.3,45.3,0,3.8133070324889884,45.3,1.0,182
8,1,Month-to-month,Bank transfer (automatic),84.5,662.65,1,4.436751534363128,82.83125,0.12751829774390705,183
33,1,One year,Credit card (automatic),74.75,2453.3,0,4.314149212270796,74.34242424242424,0.03046916398320629,184
13,1,Month-to-month,Electronic check,79.25,1111.65,1,4.37260741275739,85.51153846153846,0.07129042414429002,185
1,0,Month-to-month,Electronic check,24.8,24.8,1,3.2108436531709366,24.8,1.0,186
20,1,Month-to-month,Mailed check,51.8,1023.85,0,3.9473901492654373,51.1925,0.05059334863505396,187
3,0,Month-to-month,Electronic check,30.4,82.15,0,3.414442608412176,27.383333333333336,0.3700547778454047,188
13,1,One year,Electronic check,19.65,244.8,0,2.9780773383152703,18.83076923076923,0.08026960784313725,189
40,1,Month-to-month,Credit card (automatic),56.6,2379.1,0,4.036008985209137,59.4775,0.023790509016014462,190
43,1,One year,Credit card (automatic),71.9,3173.35,0,4.275276264727001,73.79883720930232,0.022657444026029278,191
6,1,Month-to-month,Electronic check,91.0,531.0,1,4.51085950651685,88.5,0.1713747645951036,192
69,1,Two year,Bank transfer (automatic),19.75,1375.4,0,2.9831534913471307,19.933333333333334,0.014359459066453395,193
72,1,Two year,Credit card (automatic),109.7,8129.3,0,4.697749367281185,112.90694444444445,0.013494396811533589,194
59,1,Two year,Credit card (automatic),19.3,1192.7,0,2.9601050959108397,20.215254237288136,0.016181772449065147,195
20,1,Month-to-month,Electronic check,96.55,1901.65,0,4.570061008874523,95.08250000000001,0.0507716982620356,196
24,1,Two year,Bank transfer (automatic),24.1,587.4,0,3.1822118404966093,24.474999999999998,0.04102826012938373,197
59,1,Month-to-month,Electronic check,111.35,6519.75,0,4.712678393703377,110.5042372881356,0.017078875723762415,198
72,1,Two year,Bank transfer (automatic),112.25,8041.65,0,4.720728526622364,111.68958333333333,0.013958578152493581,199
1,1,Month-to-month,Mailed check,20.75,20.75,0,3.0325462466767075,20.75,1.0,200
27,1,One year,Credit card (automatic),101.9,2681.15,0,4.623991940228679,99.30185185185185,0.0380060794808198,201
14,1,Month-to-month,Credit card (automatic),80.05,1112.3,0,4.382651439442724,79.45,0.07196799424615662,202
71,1,Two year,Electronic check,105.55,7405.5,0,4.65918477429433,104.30281690140845,0.014252920126932685,203
13,1,Month-to-month,Credit card (automatic),78.3,1033.95,0,4.360547602996758,79.53461538461539,0.07572900043522414,204
44,1,Month-to-month,Credit card (automatic),68.85,2958.95,0,4.231930225174664,67.24886363636364,0.023268389124520523,205
33,1,One year,Bank transfer (automatic),79.95,2684.85,0,4.381401439279963,81.35909090909091,0.029778199899435726,206
72,0,Two year,Credit card (automatic),55.45,4179.2,0,4.015481713796376,58.044444444444444,0.013268089586523738,207
1,1,Month-to-month,Electronic check,79.9,79.9,1,4.380775852772229,79.9,1.0,208
19,1,Month-to-month,Electronic check,106.6,1934.45,1,4.669083511731744,101.81315789473685,0.05510610250975729,209
64,1,One year,Credit card (automatic),102.45,6654.1,0,4.629374874684909,103.9703125,0.015396522444808464,210
2,1,Month-to-month,Credit card (automatic),46.0,84.5,1,3.828641396489095,42.25,0.5443786982248521,211
1,0,Month-to-month,Electronic check,25.25,25.25,0,3.228826155721369,25.25,1.0,212
61,1,Two year,Mailed check,19.75,1124.2,0,2.9831534913471307,18.42950819672131,0.017568048389966198,213
29,1,One year,Electronic check,20.0,540.05,0,2.995732273553991,18.622413793103448,0.03703360799925933,214
23,1,Month-to-month,Electronic check,86.8,1975.85,0,4.463606621666305,85.90652173913043,0.04393046030822178,215
57,0,Month-to-month,Bank transfer (automatic),58.75,3437.45,0,4.073291153024268,60.30614035087719,0.017091157689566396,216
72,0,Two year,Credit card (automatic),45.25,3139.8,0,3.8122026701459353,43.608333333333334,0.01441174597108096,217
66,0,Two year,Bank transfer (automatic),56.6,3789.2,0,4.036008985209137,57.41212121212121,0.014937189908160035,218
65,1,Two year,Bank transfer (automatic),84.2,5324.5,0,4.4331949212482815,81.91538461538461,0.015813691426425018,219
8,1,Month-to-month,Bank transfer (automatic),80.0,624.6,0,4.382026634673881,78.075,0.1280819724623759,220
4,1,Month-to-month,Electronic check,70.15,268.35,1,4.25063580654847,67.0875,0.26141233463760016,221
71,1,Two year,Bank transfer (automatic),24.75,1836.9,0,3.2088254890146994,25.871830985915494,0.013473787359137677,222
1,1,One year,Electronic check,20.2,20.2,0,3.005682604407159,20.2,1.0,223
4,1,Month-to-month,Mailed check,50.05,179.35,1,3.9130225057612296,44.8375,0.27906328408140507,224
12,1,One year,Bank transfer (automatic),19.35,219.35,0,2.962692419475791,18.279166666666665,0.08821518121723274,225
24,0,One year,Mailed check,50.6,1288.75,0,3.92395157629342,53.697916666666664,0.03926285160038798,226
31,1,One year,Mailed check,81.15,2545.75,0,4.396299293960601,82.12096774193549,0.03187665717372091,227
1,1,Month-to-month,Mailed check,55.2,55.2,1,4.01096295328305,55.2,1.0,228
30,1,Month-to-month,Credit card (automatic),89.9,2723.15,0,4.498697941477575,90.77166666666668,0.033013238345298644,229
47,1,Two year,Credit card (automatic),85.3,4107.25,0,4.446174454497633,87.38829787234043,0.02076815387424676,230
54,1,Two year,Credit card (automatic),108.0,5760.65,0,4.68213122712422,106.6787037037037,0.018747884353328186,231
50,1,Month-to-month,Credit card (automatic),93.5,4747.5,0,4.537961436294641,94.95,0.01969457609268036,232
1,1,Month-to-month,Mailed check,84.6,84.6,1,4.437934266612178,84.6,1.0,233
72,1,Two year,Credit card (automatic),20.25,1566.9,0,3.0081547935525483,21.762500000000003,0.01292360712234348,234
29,1,Month-to-month,Electronic check,25.15,702.0,0,3.224857896545748,24.20689655172414,0.035826210826210826,235
2,1,Month-to-month,Mailed check,54.4,114.1,1,3.996364153861897,57.05,0.476774758983348,236
10,0,Two year,Mailed check,29.6,299.05,0,3.3877743613300146,29.905,0.09898010366159506,237
18,1,Month-to-month,Electronic check,73.15,1305.95,0,4.292512127466133,72.55277777777778,0.05601286419847621,238
11,1,Month-to-month,Electronic check,95.0,1120.3,1,4.553876891600541,101.84545454545454,0.08479871463000982,239
16,1,Two year,Mailed check,19.75,284.35,0,2.9831534913471307,17.771875,0.0694566555301565,240
72,1,Two year,Bank transfer (automatic),86.6,6350.5,0,4.461299815568389,88.20138888888889,0.013636721517990709,241
72,1,Two year,Bank transfer (automatic),109.2,7878.3,0,4.693181063310805,109.42083333333333,0.013860858306995164,242
41,1,One year,Credit card (automatic),74.7,3187.65,0,4.3134800921387715,77.74756097560976,0.023434191332172605,243
65,1,Month-to-month,Electronic check,94.4,6126.15,0,4.547541073151455,94.24846153846153,0.015409351713555824,244
13,1,Month-to-month,Electronic check,54.8,731.3,0,4.00369019395397,56.25384615384615,0.07493504717626145,245
4,1,Month-to-month,Electronic check,75.35,273.4,0,4.3221439250725044,68.35,0.27560351133869787,246
41,1,One year,Mailed check,65.0,2531.8,0,4.174387269895637,61.75121951219513,0.025673433920530845,247
15,1,Month-to-month,Electronic check,74.4,1074.3,1,4.309455941839047,71.61999999999999,0.06925439821278973,248
1,1,Month-to-month,Mailed check,48.55,48.55,1,3.882594194737334,48.55,1.0,249
42,1,One year,Electronic check,99.0,4298.45,0,4.59511985013459,102.34404761904761,0.02303155788714537,250
51,1,One year,Electronic check,93.5,4619.55,0,4.537961436294641,90.57941176470588,0.020240066673160806,251
2,1,Month-to-month,Electronic check,70.4,147.15,1,4.254193263163997,73.575,0.4784233775059463,252
1,0,Month-to-month,Electronic check,40.2,40.2,1,3.6938669956249757,40.2,1.0,253
32,1,One year,Credit card (automatic),83.7,2633.3,0,4.4272389774954295,82.290625,0.03178521247104393,254
10,1,Month-to-month,Mailed check,19.85,193.05,0,2.9882040071331994,19.305,0.10282310282310282,255
67,0,Two year,Electronic check,59.55,4103.9,0,4.0868162958013095,61.252238805970144,0.014510587489948585,256
61,1,Two year,Credit card (automatic),115.1,7008.15,0,4.745801315727837,114.88770491803278,0.016423735222562304,257
50,1,One year,Credit card (automatic),114.35,5791.1,0,4.73926392046879,115.822,0.019745816856901105,258
