customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Scaled_TotalCharges_to_MonthlyCharges_ratio
57,63,1,One year,Credit card (automatic),1.1595456961969886,0.7261020078467574,0,0.6261952506297812
58,66,1,One year,Electronic check,1.4520219682262263,0.8143953381029311,0,0.5608698462722208
59,34,1,Two year,Credit card (automatic),-1.3231790220511994,0.10102700207708286,0,-0.0763517259519957
60,72,1,Two year,Credit card (automatic),1.42044782522307,0.9040964689591507,0,0.6364869253942289
61,47,1,Month-to-month,Electronic check,1.1877962451998125,0.5409993076390492,0,0.4554647397020873
62,60,1,Month-to-month,Bank transfer (automatic),0.8354952811645946,0.6268059081467805,0,0.7502207639917217
63,72,0,Two year,Bank transfer (automatic),-0.7531826509942192,0.3396261250865451,0,-0.4509213331430702
64,18,1,One year,Credit card (automatic),-0.34438058895335305,0.10827371336256636,0,-0.31440132468451126
65,9,1,Month-to-month,Electronic check,0.9850570111795457,0.0967516732056312,1,0.0982193640648037
66,3,1,Month-to-month,Electronic check,0.3502505571160864,0.025998153704131086,0,0.07422730150151997
67,47,1,One year,Electronic check,0.46989994112804756,0.41905723517193627,0,0.8918009952628262
68,31,1,Two year,Mailed check,0.47987072312904416,0.28599123009462263,0,0.595975574900233
69,50,1,Two year,Bank transfer (automatic),-1.4827115340671475,0.10525040387722133,0,-0.07098508473088795
70,10,1,Month-to-month,Mailed check,0.5014740841312035,0.10022501730902378,0,0.1998608113172232
71,1,1,Month-to-month,Mailed check,-0.5221928679711283,0.0034906531271636275,0,-0.006684605135887501
72,52,1,One year,Electronic check,-1.4744025490663168,0.12368451419339951,0,-0.08388788684048615
73,64,1,Two year,Bank transfer (automatic),1.5567151792366918,0.8170090006923609,0,0.5248288264864014
74,62,1,Two year,Bank transfer (automatic),-1.3464441800535252,0.16222017078236786,0,-0.12048042777081121
75,3,1,Month-to-month,Bank transfer (automatic),-0.00869759491979612,0.018301407800600047,0,-2.104191787426799
76,56,1,One year,Electronic check,1.5201556452330371,0.7062889453034848,0,0.4646162039514132
77,46,1,One year,Credit card (automatic),-0.3028356639492,0.30810639279944607,0,-1.017404584326403
78,8,1,Month-to-month,Mailed check,-0.33607160395252245,0.05347911377798293,0,-0.15913011735897223
79,30,1,Month-to-month,Electronic check,0.3319707901142591,0.24146088160627743,0,0.7273558059827203
80,45,1,One year,Credit card (automatic),-1.2916048790480432,0.13821832448649896,0,-0.10701285410780623
81,1,1,Month-to-month,Electronic check,0.48485611412954227,0.006987075928917609,1,0.01441061734667705
82,11,0,Month-to-month,Electronic check,-0.47233895796614456,0.06306831294714979,0,-0.1335234197465251
83,7,1,Month-to-month,Bank transfer (automatic),0.34526516611558833,0.055169628432956384,1,0.15978915293900986
84,42,1,Month-to-month,Bank transfer (automatic),1.2974748472107767,0.4971959381490884,0,0.38320275666069864
85,49,1,Two year,Bank transfer (automatic),-1.4827115340671475,0.11014885760443112,0,-0.07428879797157012
86,9,1,Month-to-month,Credit card (automatic),1.1479131171958254,0.10384837295176552,0,0.09046710190528275
87,35,1,One year,Bank transfer (automatic),-0.08680205392760396,0.2534791137779829,0,-2.9201971878383617
88,48,1,Two year,Bank transfer (automatic),-1.4660935640654862,0.11980152319409186,0,-0.08171478692115769
89,46,1,Two year,Mailed check,-1.4893587220678117,0.1048119086083545,0,-0.07037385087645952
90,29,0,Month-to-month,Mailed check,-1.0307027500219619,0.11429148396030464,0,-0.11088694966407081
91,30,1,Month-to-month,Bank transfer (automatic),0.574593152138513,0.29441495499653814,0,0.5123885551033606
92,1,1,Month-to-month,Electronic check,0.3303089931140931,0.006450496192014771,0,0.019528672626199686
93,66,1,Two year,Mailed check,0.6394032351449919,0.6572178629125317,0,1.027861335051738
94,65,1,Month-to-month,Credit card (automatic),1.5384354122348645,0.8179321486268175,0,0.531664925366362
95,72,1,Two year,Bank transfer (automatic),1.2010906212011416,0.8585564274174937,0,0.7148140300678568
96,12,1,Month-to-month,Electronic check,0.47156173812821356,0.10484075698130627,1,0.22232668281666434
97,71,1,One year,Credit card (automatic),0.06940686408801149,0.545799676898223,0,7.86377088303717
98,5,1,Month-to-month,Mailed check,-1.4527991880641573,0.010968151396261252,1,-0.00754966790067953
99,52,1,Two year,Bank transfer (automatic),-1.4544609850643233,0.12559427648280638,0,-0.08635107972817298
100,25,1,Month-to-month,Electronic check,1.1213243651931677,0.2879875375028848,1,0.25682803873906185
101,1,1,Month-to-month,Mailed check,-1.481049737066981,0.0001615508885298867,0,-0.00010907863827032333
102,1,1,Month-to-month,Electronic check,-1.505976692069473,7.500576967459007e-05,0,-4.9805398761862074e-05
103,38,1,One year,Bank transfer (automatic),1.0049985751815391,0.41389337641357027,0,0.4118347892570954
104,66,0,One year,Bank transfer (automatic),-0.6385186579827569,0.3471555504269559,0,-0.5436889683438676
105,68,1,Two year,Bank transfer (automatic),1.503537675231376,0.8761885529656128,1,0.5827513120552686
106,5,0,Month-to-month,Mailed check,-1.3447823830533592,0.009393030233094853,0,-0.006984795719711737
107,72,1,One year,Electronic check,1.3091074262119398,0.840555042695592,0,0.6420825563016165
108,32,0,One year,Mailed check,-1.150352134033923,0.10487537502884837,0,-0.09116806230548158
109,43,1,One year,Mailed check,0.9833952141793793,0.4503231017770598,0,0.45792687953321404
110,72,1,Two year,Credit card (automatic),-1.5076384890696393,0.15514078006000462,0,-0.10290317021273561
111,55,1,Month-to-month,Electronic check,1.0631614701873533,0.6023655665820448,1,0.5665795680837589
112,52,1,One year,Credit card (automatic),-0.22639300194155818,0.34888645280406183,0,-1.541065535648158
113,43,1,Month-to-month,Electronic check,0.893658176170409,0.45410800830833137,0,0.5081450832289357
114,37,1,Month-to-month,Electronic check,0.39013368512007346,0.3287964458804523,1,0.8427789202033579
115,64,0,Two year,Electronic check,-0.33773340095268845,0.3928802215555043,0,-1.163285065815984
116,3,1,Month-to-month,Electronic check,0.8338334841644282,0.026494345718901455,0,0.031774144624872
117,36,0,Two year,Bank transfer (automatic),-1.1204397880309327,0.12780406185091162,0,-0.1140659794628636
118,10,1,Month-to-month,Electronic check,1.1794872601989819,0.12068428340641589,1,0.10231927675594919
119,41,1,Two year,Mailed check,-1.4660935640654862,0.09420147703669514,0,-0.06425338692264215
120,27,1,Month-to-month,Credit card (automatic),0.6792863631489789,0.24611123932610202,0,0.36230852358819643
121,56,1,One year,Credit card (automatic),1.1645310871974868,0.6342776367412878,0,0.5446635506036293
122,6,1,Month-to-month,Mailed check,-1.46443176706532,0.010841218555273483,0,-0.007403020611195139
123,3,1,Month-to-month,Electronic check,0.32033821111309646,0.024319178398338335,1,0.07591719487299119
124,7,1,Month-to-month,Mailed check,-0.467353566965646,0.03825871220863144,0,-0.08186245898802297
125,4,1,Month-to-month,Mailed check,-1.4594463760648215,0.005088852988691437,0,-0.0034868379353633853
126,33,1,Two year,Electronic check,0.8039211381614382,0.34720170782367876,0,0.4318852824516178
127,27,1,Month-to-month,Electronic check,0.44164939212522314,0.24425340410800833,1,0.5530482062539642
128,72,1,Two year,Bank transfer (automatic),-1.3697093380558512,0.1967632125548119,0,-0.14365326065024514
129,1,1,Month-to-month,Mailed check,-1.4960059100684764,0.0001096238172167089,0,-7.327766319565617e-05
130,71,0,One year,Electronic check,-0.2762469119465419,0.4577140549273021,0,-1.6569019783861945
131,13,1,Month-to-month,Electronic check,0.7042133181514708,0.13810870066928227,0,0.1961177062538544
132,25,0,Month-to-month,Credit card (automatic),-0.2047896409393986,0.1712266328179091,1,-0.8361098346208757
133,67,1,Two year,Bank transfer (automatic),-0.47233895796614456,0.3740249249942303,0,-0.791857031240347
134,1,0,Month-to-month,Electronic check,-0.9742016520163136,0.0019213016385875841,1,-0.0019721806410521367
135,2,1,Month-to-month,Electronic check,-0.6784017859867437,0.007206323563351027,1,-0.01062250087220708
136,43,1,Two year,Credit card (automatic),-1.2982520670487077,0.13494114931917842,0,-0.10394063891300988
137,23,1,Month-to-month,Bank transfer (automatic),0.3402797751150897,0.20305792753288715,0,0.596738161896953
138,64,1,Two year,Mailed check,-1.481049737066981,0.14527463651050082,0,-0.0980889654645884
139,57,1,Two year,Mailed check,-1.5009913010689746,0.13290445418878374,0,-0.08854445331837164
140,1,1,Month-to-month,Mailed check,0.18905624809997262,0.005960073851834756,1,0.03152540004223018
141,72,1,Two year,Credit card (automatic),0.7740087921584478,0.7393087929840757,0,0.9551684689813335
142,8,1,Month-to-month,Electronic check,0.21232140610229844,0.06287214401107778,1,0.2961177827768595
143,61,1,Two year,Bank transfer (automatic),1.2060760122016398,0.6868739903069467,0,0.5695113602774404
144,64,1,One year,Credit card (automatic),0.6493740171459885,0.608152550196169,0,0.936521225270163
145,71,1,Two year,Bank transfer (automatic),-1.3564149620545218,0.20048465266558968,0,-0.14780480772780732
146,65,1,Two year,Credit card (automatic),1.1396041321949948,0.7382760212324024,0,0.6478355074146729
147,3,1,One year,Mailed check,-1.5009913010689746,0.004909993076390492,0,-0.0032711669100904833
148,1,1,Month-to-month,Electronic check,-0.6351950639824246,0.0030983152550196165,1,-0.004877738242476872
149,30,1,One year,Credit card (automatic),-0.00869759491979612,0.22053427186706673,0,-25.35577638424166
150,15,1,Month-to-month,Mailed check,0.1574821050968162,0.12146318947611356,0,0.7712824857239552
151,8,1,Month-to-month,Electronic check,0.12590796209365976,0.06295291945534273,0,0.4999915685118757
152,7,1,Month-to-month,Mailed check,1.0049985751815391,0.07347103623355643,1,0.07310561233411192
153,70,1,One year,Credit card (automatic),1.4420511862252297,0.9129644588045235,0,0.6331012848401972
154,62,1,Two year,Electronic check,0.7091987091519689,0.5996365105008078,0,0.8455126930755822
155,6,1,Month-to-month,Mailed check,-1.4976677070686424,0.01092776367412878,0,-0.007296520865444507
156,14,1,Month-to-month,Bank transfer (automatic),0.5363718211346925,0.1308562197092084,0,0.24396550033590986
157,22,1,Month-to-month,Bank transfer (automatic),0.6443886261454905,0.208071774751904,0,0.3228979629831725
158,22,1,One year,Mailed check,-1.4827115340671475,0.0462843295638126,0,-0.031216004260014425
159,16,1,Two year,Mailed check,-0.017006579920626735,0.11599353796445881,0,-6.820509385533417
160,10,1,Two year,Bank transfer (automatic),-1.2982520670487077,0.02686360489268405,0,-0.02069213334953711
161,13,1,Month-to-month,Electronic check,-0.29120308494803704,0.08605469651511655,0,-0.2955143711148264
162,20,1,Month-to-month,Electronic check,0.5862257311396761,0.18157742903300253,1,0.3097397800673121
163,2,1,Month-to-month,Electronic check,0.16412929309748078,0.013431802446342025,0,0.08183671660831755
164,53,1,Two year,Bank transfer (automatic),0.30372024111143525,0.4545868912993307,0,1.4967289951957543
165,11,1,One year,Mailed check,-1.4677553610656522,0.024821140087699055,0,-0.016910951747216144
166,69,1,Two year,Mailed check,-1.491020519067978,0.15516385875836605,0,-0.10406554220686207
167,4,1,Month-to-month,Bank transfer (automatic),0.20401242110146783,0.029333025617355183,1,0.14378058678479227
168,72,1,Two year,Bank transfer (automatic),0.8072447321617703,0.7195534271867067,0,0.891369616324123
169,58,0,Month-to-month,Electronic check,-0.6468276429835875,0.30376182783291017,1,-0.4696178821791909
170,16,1,Month-to-month,Electronic check,-1.4744025490663168,0.03491807062081699,0,-0.023682860995410837
171,43,1,One year,Bank transfer (automatic),0.6477122201458225,0.4062370182321717,0,0.6271875156851504
172,2,1,Month-to-month,Electronic check,1.3174164112127704,0.025848142164781908,1,0.01962032804873514
173,14,1,Two year,Mailed check,0.5712695581381809,0.13419686129702285,0,0.23490987640647706
174,53,1,One year,Bank transfer (automatic),1.0000131841810405,0.574821140087699,1,0.5748135616416379
175,32,1,One year,Bank transfer (automatic),-1.4694171580658184,0.07336141241633971,0,-0.04992551775624066
176,34,1,Month-to-month,Electronic check,-1.33148800705203,0.08786060466189707,0,-0.06598677884934474
177,15,1,Month-to-month,Mailed check,0.32200000811326246,0.13003692591737828,1,0.4038413746612025
178,7,1,Month-to-month,Bank transfer (automatic),0.3884718881199074,0.05594276482806371,1,0.1440072410356658
179,15,1,Month-to-month,Bank transfer (automatic),1.3489905542159264,0.1777579044541888,0,0.1317710519904322
180,61,1,One year,Credit card (automatic),-1.4694171580658184,0.14230325409646896,0,-0.09684333227997798
181,1,0,Month-to-month,Bank transfer (automatic),-1.156999322034587,0.0012866374336487421,1,-0.0011120468345531837
182,1,1,Month-to-month,Mailed check,-0.6468276429835875,0.0030579275328871443,0,-0.004727577069498768
183,8,1,Month-to-month,Bank transfer (automatic),0.6560212051466532,0.07429609969997693,1,0.11325258866192911
184,33,1,One year,Credit card (automatic),0.3319707901142591,0.2809254558042926,0,0.8462354645949498
185,13,1,Month-to-month,Electronic check,0.4815325201292102,0.1261077775213478,1,0.2618883922678974
186,1,0,Month-to-month,Electronic check,-1.328164413051698,0.0006923609508423722,1,-0.0005212915991714819
187,20,1,Month-to-month,Mailed check,-0.4307940329619915,0.11597622894068775,0,-0.2692150310051305
188,3,0,Month-to-month,Electronic check,-1.1420431490330922,0.007310177705977384,0,-0.006400964545136956
189,13,1,One year,Electronic check,-1.4993295040688086,0.026078929148396032,0,-0.01739372771470466
190,40,1,Month-to-month,Credit card (automatic),-0.27126152094604356,0.2723632587122086,0,-1.004061533542696
191,43,1,One year,Credit card (automatic),0.2372483611047903,0.36401453957996766,0,1.5343184580279816
192,6,1,Month-to-month,Electronic check,0.8720548151682491,0.0591045465035772,1,0.0677761827301807
193,69,1,Two year,Bank transfer (automatic),-1.4960059100684764,0.15654281098546044,0,-0.10464050304339709
194,72,1,Two year,Credit card (automatic),1.4935668932303794,0.9358989153011771,0,0.6266200191924157
195,59,1,Two year,Credit card (automatic),-1.5109620830699715,0.13546042003231018,0,-0.08965176661288668
196,20,1,Month-to-month,Electronic check,1.0565142821866886,0.21726863604892685,0,0.2056466625318511
197,24,1,Two year,Bank transfer (automatic),-1.3514295710540236,0.0656127394414955,0,-0.048550616951738006
198,59,1,Month-to-month,Electronic check,1.5484061942358611,0.7501673205631203,0,0.48447708576451937
199,72,1,Two year,Bank transfer (automatic),1.5783185402388515,0.925784675744288,0,0.5865638983143329
200,1,1,Month-to-month,Mailed check,-1.462769970065154,0.00022501730902377065,0,-0.00015382959291524698
201,27,1,One year,Credit card (automatic),1.2343265612044643,0.3072178629125317,0,0.24889512432815708
202,14,1,Month-to-month,Credit card (automatic),0.5081212721318681,0.1261827832910224,0,0.2483320227110573
203,71,1,Two year,Electronic check,1.3556377422165908,0.8523771059312255,0,0.6287646613744403
204,13,1,Month-to-month,Credit card (automatic),0.4499583771260538,0.11714170320793908,0,0.2603389761429475
205,44,1,Month-to-month,Credit card (automatic),0.13587874409465642,0.33927417493653356,0,2.4968892463429526
206,33,1,One year,Bank transfer (automatic),0.5047976781315361,0.30764481883221784,0,0.6094418262202352
207,72,0,Two year,Credit card (automatic),-0.3094828519498643,0.48008308331410104,0,-1.551242921180892
208,1,1,Month-to-month,Electronic check,0.50313588113137,0.007050542349411494,1,0.014013197257085667
209,19,1,Month-to-month,Electronic check,1.3905354792200795,0.2210535425801985,1,0.15897008446284486
210,64,1,One year,Credit card (automatic),1.2526063282062914,0.765670436187399,0,0.611261829791188
211,2,1,Month-to-month,Credit card (automatic),-0.6235624849812617,0.007581352411723978,1,-0.012158127844961363
212,1,0,Month-to-month,Electronic check,-1.3132082400502028,0.00074428802215555,0,-0.000566770752311984
213,61,1,Two year,Mailed check,-1.4960059100684764,0.12755596584352644,0,-0.08526434620681936
214,29,1,One year,Electronic check,-1.4876969250676457,0.06014885760443111,0,-0.040430854289556416
215,23,1,Month-to-month,Electronic check,0.7324638671542947,0.22583083314101085,0,0.30831668737242873
216,57,0,Month-to-month,Bank transfer (automatic),-0.19980424993890028,0.39448996076621273,0,-1.9743822310428678
217,72,0,Two year,Credit card (automatic),-0.6484894399837535,0.3601430879298408,0,-0.5553569044067447
218,66,0,Two year,Bank transfer (automatic),-0.27126152094604356,0.43507962150934687,0,-1.60391204765046
219,65,1,Two year,Bank transfer (automatic),0.6460504231456565,0.6122432494807293,0,0.9476709983404729
220,8,1,Month-to-month,Bank transfer (automatic),0.5064594751317021,0.06990537733671821,0,0.13802758319121128
221,4,1,Month-to-month,Electronic check,0.179085466098976,0.028796445880452347,1,0.16079722440757577
222,71,1,Two year,Bank transfer (automatic),-1.329826210051864,0.2097969074544196,0,-0.15776265038890863
223,1,1,One year,Electronic check,-1.481049737066981,0.0001615508885298867,0,-0.00010907863827032333
224,4,1,Month-to-month,Mailed check,-0.4889569279678058,0.018526425109623816,1,-0.03788968731177001
225,12,1,One year,Bank transfer (automatic),-1.5093002860698053,0.0231421647819063,0,-0.01533304206955936
226,24,0,One year,Mailed check,-0.47067716096597834,0.1465439649203785,0,-0.3113470911136286
227,31,1,One year,Mailed check,0.544680806135523,0.29159358412185554,0,0.5353476400071707
228,1,1,Month-to-month,Mailed check,-0.31779183695069496,0.0042003231017770605,1,-0.01321721521257557
229,30,1,Month-to-month,Credit card (automatic),0.8354952811645946,0.31206438956842836,0,0.37350826103223783
230,47,1,Two year,Credit card (automatic),0.682609957149311,0.47178052157858297,0,0.6911421619878126
231,54,1,Two year,Credit card (automatic),1.437065795224731,0.6625721209323794,0,0.4610590017061572
232,50,1,Month-to-month,Credit card (automatic),0.9551446651765553,0.5456612047080545,0,0.5712864496889493
233,1,1,Month-to-month,Mailed check,0.6593447991469852,0.007592891760904685,1,0.011515813532961577
234,72,1,Two year,Credit card (automatic),-1.479387940066815,0.17864066466651282,0,-0.12075308972604218
235,29,1,Month-to-month,Electronic check,-1.3165318340505352,0.07883683360258482,0,-0.05988220836258082
236,2,1,Month-to-month,Mailed check,-0.34438058895335305,0.010996999769213017,1,-0.03193269342687192
237,10,0,Two year,Mailed check,-1.16863190103575,0.032339026078929155,0,-0.02767255116882169
238,18,1,Month-to-month,Electronic check,0.2787932861089434,0.14852873297945998,0,0.5327557741882628
239,11,1,Month-to-month,Electronic check,1.0049985751815391,0.1271059312254789,1,0.12647374271403217
240,16,1,Two year,Mailed check,-1.4960059100684764,0.030642741749365338,0,-0.020483035222743695
241,72,1,Two year,Bank transfer (automatic),0.7258166791536301,0.730636972074775,0,1.006641198886151
242,72,1,Two year,Bank transfer (automatic),1.476948923228718,0.9069351488576045,0,0.6140599275938251
243,41,1,One year,Credit card (automatic),0.3303089931140931,0.36566466651280866,0,1.1070381798127524
244,65,1,Month-to-month,Electronic check,0.9850570111795457,0.7047484421878606,0,0.7154392427946554
245,13,1,Month-to-month,Electronic check,-0.3310862129520241,0.08221786291253173,0,-0.24832765514293847
246,4,1,Month-to-month,Electronic check,0.35191235411625243,0.029379183014078002,0,0.08348437521569005
247,41,1,One year,Mailed check,0.00792037508186511,0.28998384491114704,0,36.61238791267709
248,15,1,Month-to-month,Electronic check,0.32033821111309646,0.12179783060235402,1,0.38021636625595345
249,1,1,Month-to-month,Mailed check,-0.5388108379727895,0.0034329563812600964,1,-0.006371357328624233
250,42,1,One year,Electronic check,1.1379423351948288,0.4938437572120932,0,0.4339795980325677
251,51,1,One year,Electronic check,0.9551446651765553,0.5308966074313409,0,0.5558284800064359
252,2,1,Month-to-month,Electronic check,0.1873944510998066,0.01481075467343642,1,0.07903518266689864
253,1,0,Month-to-month,Electronic check,-0.8163309370005319,0.0024694207246711286,1,-0.003025024059169669
254,32,1,One year,Credit card (automatic),0.6294324531439953,0.3016962843295638,0,0.4793147903680535
255,10,1,Month-to-month,Mailed check,-1.4926823160681442,0.02010731594738057,0,-0.013470592992851286
256,67,0,Two year,Electronic check,-0.1732154979362424,0.47139395338102924,0,-2.721430582121128
257,61,1,Two year,Credit card (automatic),1.6730409692483204,0.8065255019616894,0,0.482071579110255
258,50,1,One year,Credit card (automatic),1.6481140142458286,0.6660858527579046,0,0.4041503482164753
259,2,1,Month-to-month,Credit card (automatic),-0.6700928009859131,0.007125548119086083,1,-0.010633673587601904
260,29,0,Month-to-month,Electronic check,-0.6567984249845842,0.1396088160627741,0,-0.21255960847660507
261,3,0,Month-to-month,Electronic check,-0.7847567939973756,0.013085621970920839,1,-0.01667474824176495
262,13,1,Month-to-month,Electronic check,1.4005062612210766,0.15526194322640202,1,0.11086129889275317
263,57,1,Month-to-month,Electronic check,0.8338334841644282,0.5661839372259405,0,0.6790131938552514
264,31,0,Two year,Bank transfer (automatic),-0.49560411596847015,0.1732402492499423,0,-0.3495536934987111
265,45,1,One year,Mailed check,1.61321627724234,0.5785195015001154,0,0.3586124871545722
266,61,1,Two year,Mailed check,0.7756705891586139,0.6355815831987076,0,0.8193962644479486
267,50,1,Two year,Bank transfer (automatic),-1.3248408190513656,0.1357546734364182,0,-0.10246866754424391
268,19,1,Month-to-month,Mailed check,1.3373579752147637,0.22945418878375262,0,0.1715727524239761
269,59,1,Two year,Mailed check,-1.5093002860698053,0.1247172859450727,1,-0.08263251991413491
270,71,1,Two year,Credit card (automatic),-1.3464441800535252,0.1978017539810755,0,-0.14690676146204018
271,16,1,Month-to-month,Electronic check,0.9867188081797118,0.17221324717285946,1,0.17453122991600475
272,57,1,Two year,Electronic check,-0.16656830993557784,0.3959554581121625,0,-2.3771355923903092
273,1,0,Month-to-month,Bank transfer (automatic),-1.328164413051698,0.0006923609508423722,1,-0.0005212915991714819
274,20,1,Month-to-month,Electronic check,1.4054916522215746,0.24847103623355646,0,0.17678584987738172
275,1,1,Month-to-month,Mailed check,0.19404163910047073,0.005977382875605816,1,0.03080464019637997
276,5,1,Month-to-month,Electronic check,0.6859335511496436,0.04411493191783984,1,0.06431371062678301
277,52,1,Month-to-month,Electronic check,1.3390197722149297,0.6469016847449804,1,0.4831158569637196
278,21,1,Month-to-month,Bank transfer (automatic),0.006258578081699082,0.15243480267712903,0,24.356139795214624
279,14,0,Month-to-month,Electronic check,-0.3244390249513595,0.08690860835448881,0,-0.26787347288914554
280,5,1,Month-to-month,Bank transfer (automatic),-0.47233895796614456,0.026073159473805677,0,-0.055200103726516035
281,6,1,Month-to-month,Mailed check,-0.3194536339508612,0.03509116085852758,0,-0.10984743051608345
282,10,1,Month-to-month,Electronic check,-0.4507355969639848,0.05532540964689592,0,-0.12274470891482883
