tenure,MonthlyCharges,TotalCharges,Churn,MonthlyCharges_log,TotalCharges_Tenure_Ratio,MonthlyCharges_to_TotalCharges_Ratio,Bank transfer (automatic),Credit card (automatic),Electronic check,Mailed check,Month-to-month,One year,Two year
46,74.8,3548.3,0,4.314817884980432,77.13695652173914,0.0210805174308823,0,1,1,0,0,0,0
34,106.35,3549.25,1,4.666735541646246,104.38970588235294,0.0299640769176586,0,0,0,0,0,0,0
11,97.85,1105.4,1,4.583435693842085,100.4909090909091,0.0885199927628007,1,0,1,0,0,0,0
10,49.55,475.7,0,3.902982260775997,47.57,0.1041622871557704,0,0,1,1,1,1,0
70,69.2,4872.35,0,4.237000862623624,69.605,0.0142025921783123,0,1,1,0,1,0,1
17,20.75,418.25,0,3.0325462466767075,24.602941176470587,0.049611476389719,0,0,1,1,1,1,0
63,79.85,4861.45,0,4.380149874661021,77.16587301587302,0.0164251406473377,0,1,1,0,1,0,1
13,76.2,981.45,0,4.333361462692601,75.49615384615385,0.0776402261959345,0,0,0,0,0,0,0
49,84.5,3906.7,0,4.436751534363128,79.72857142857143,0.021629508280646,0,0,0,0,0,0,0
2,49.25,97.0,0,3.8969093676180977,48.5,0.5077319587628866,0,0,1,1,0,0,0
2,80.65,144.15,1,4.390118804571218,72.075,0.5594866458550122,0,0,0,0,0,0,0
52,79.75,4217.8,0,4.378896741664954,81.11153846153846,0.0189079614965147,0,1,1,0,1,0,1
69,64.15,4254.1,0,4.161224091061645,61.6536231884058,0.01507957029689,0,1,1,0,1,0,1
43,90.25,3838.75,0,4.502583597212991,89.27325581395348,0.023510257245197,0,0,0,0,0,0,0
15,99.1,1426.4,1,4.596129441335942,95.09333333333332,0.0694756029164329,0,1,1,0,0,0,0
25,69.5,1752.65,0,4.241326752570746,70.10600000000001,0.0396542378683707,0,1,1,0,0,0,0
8,80.65,633.3,1,4.390118804571218,79.1625,0.1273488078319911,0,1,1,0,0,0,0
60,74.85,4456.35,0,4.3154861108656375,74.27250000000001,0.0167962570264902,0,1,1,0,1,1,0
18,95.45,1752.55,1,4.558602550171757,97.36388888888888,0.0544634960486148,0,0,0,0,0,0,0
63,99.65,6311.2,0,4.601664046658804,100.17777777777778,0.0157893902902776,0,1,1,0,1,1,0
66,108.45,7076.35,0,4.686289237272884,107.21742424242424,0.0153256975700749,0,0,0,0,1,1,0
34,24.95,894.3,0,3.2168738221975275,26.302941176470583,0.0278989153527898,0,1,1,0,1,0,1
72,107.5,7853.7,0,4.677490847567717,109.07916666666668,0.013687815933891,0,1,1,0,1,0,1
47,100.5,4707.1,0,4.61015772749913,100.15106382978723,0.0213507254997769,0,0,0,0,0,0,0
60,89.9,5450.7,0,4.498697941477575,90.845,0.0164932944392463,1,0,1,0,0,0,0
72,42.1,2962.0,0,3.740047740688336,41.138888888888886,0.0142133693450371,1,0,1,0,1,0,1
18,54.4,957.1,0,3.996364153861897,53.172222222222224,0.0568383658969804,0,1,1,0,1,1,0
9,94.4,857.25,1,4.547541073151455,95.25,0.1101195683872849,0,0,0,0,0,0,0
3,75.3,244.1,0,4.321480134805848,81.36666666666666,0.308480131093814,0,0,0,0,0,0,0
47,78.9,3650.35,0,4.368181227851829,77.66702127659575,0.0216143657457504,0,0,0,0,1,1,0
31,79.2,2497.2,0,4.37197629882038,80.55483870967741,0.03171552138395,0,0,1,1,1,0,1
50,20.15,930.9,0,3.003204288392692,18.618,0.0216457191964765,1,0,1,0,1,0,1
10,79.85,887.35,0,4.380149874661021,88.735,0.0899870400631092,0,0,1,1,0,0,0
1,49.05,49.05,0,3.892840186011372,49.05,1.0,0,0,1,1,0,0,0
52,20.4,1090.65,0,3.0155349008501706,20.974038461538463,0.0187044423050474,0,0,0,0,1,1,0
64,111.6,7099.0,0,4.71492104994721,110.921875,0.0157205240174672,1,0,1,0,1,0,1
62,24.25,1424.6,0,3.188416617383492,22.97741935483871,0.0170223220553137,1,0,1,0,1,0,1
3,64.5,177.4,0,4.166665223801727,59.13333333333333,0.3635851183765501,1,0,1,0,0,0,0
56,110.5,6139.5,0,4.705015520957808,109.63392857142856,0.0179982083231533,0,0,0,0,1,1,0
46,55.65,2688.85,0,4.019082077721554,58.45326086956521,0.0206965803224426,0,1,1,0,1,1,0
8,54.65,482.25,0,4.000949214622548,60.28125,0.1133229652669777,0,0,1,1,0,0,0
30,74.75,2111.3,0,4.314149212270796,70.37666666666668,0.0354047269454838,0,0,0,0,0,0,0
45,25.9,1216.6,0,3.254242968705492,27.035555555555558,0.0212888377445339,0,1,1,0,1,1,0
1,79.35,79.35,1,4.373868446972418,79.35,1.0,0,0,0,0,0,0,0
11,50.55,565.35,0,3.92296294546648,51.39545454545455,0.0894136375696471,0,0,0,0,0,0,0
7,75.15,496.9,1,4.319486116198983,70.98571428571428,0.1512376735761723,1,0,1,0,0,0,0
42,103.8,4327.5,0,4.642465970731788,103.03571428571428,0.0239861351819757,1,0,1,0,0,0,0
49,20.15,973.35,0,3.003204288392692,19.864285714285717,0.0207017003133507,1,0,1,0,1,0,1
9,99.3,918.75,0,4.598145571051127,102.08333333333331,0.1080816326530612,0,1,1,0,0,0,0
35,62.15,2215.45,0,4.12955081795672,63.29857142857142,0.0280529914915705,1,0,1,0,1,1,0
48,20.65,1057.0,0,3.027715319407042,22.02083333333333,0.0195364238410596,1,0,1,0,1,0,1
46,19.95,927.1,0,2.9932291433358724,20.15434782608696,0.0215187142703052,0,0,1,1,1,0,1
29,33.75,1009.25,0,3.518980417318539,34.80172413793103,0.0334406737676492,0,0,1,1,0,0,0
30,82.05,2570.2,0,4.4073288175361,85.67333333333333,0.031923585713174,1,0,1,0,0,0,0
1,74.7,74.7,0,4.313480092138772,74.7,1.0,0,0,0,0,0,0,0
66,84.0,5714.25,0,4.430816798843313,86.57954545454545,0.0147000918755742,0,0,1,1,1,0,1
65,111.05,7107.0,0,4.709980550340436,109.33846153846154,0.0156254397073308,0,1,1,0,0,0,0
72,100.9,7459.05,0,4.614129927359564,103.59791666666666,0.0135271918005644,1,0,1,0,1,0,1
12,78.95,927.35,1,4.368814740701652,77.27916666666667,0.0851350622742222,0,0,0,0,0,0,0
71,66.85,4748.7,0,4.202451303547952,66.8830985915493,0.014077537010129,0,1,1,0,1,1,0
5,21.05,113.85,1,3.0469005601283903,22.77,0.1848924022837066,0,0,1,1,0,0,0
52,21.0,1107.2,0,3.044522437723423,21.29230769230769,0.0189667630057803,1,0,1,0,1,0,1
25,98.5,2514.5,1,4.590056548178043,100.58,0.039172797772917,0,0,0,0,0,0,0
1,20.2,20.2,0,3.005682604407159,20.2,1.0,0,0,1,1,0,0,0
1,19.45,19.45,0,2.9678470700644555,19.45,1.0,0,0,0,0,0,0,0
38,95.0,3605.6,0,4.553876891600541,94.88421052631578,0.026347903261593,1,0,1,0,1,1,0
66,45.55,3027.25,0,3.818810623705968,45.86742424242424,0.0150466595094557,1,0,1,0,1,1,0
68,110.0,7611.85,1,4.700480365792417,111.93897058823528,0.0144511518224873,1,0,1,0,1,0,1
5,24.3,100.2,0,3.190476350346503,20.04,0.2425149700598802,0,0,1,1,0,0,0
72,104.15,7303.05,0,4.645832167706981,101.43125,0.0142611648557794,0,0,0,0,1,1,0
32,30.15,927.65,0,3.4061849231731944,28.9890625,0.0325014822400689,0,0,1,1,1,1,0
43,94.35,3921.3,0,4.547011271814559,91.19302325581396,0.0240608981715247,0,0,1,1,1,1,0
72,19.4,1363.25,0,2.9652730660692823,18.93402777777778,0.0142306986979644,0,1,1,0,1,0,1
55,96.75,5238.9,1,4.572130331909891,95.25272727272728,0.0184676172478955,0,0,0,0,0,0,0
52,57.95,3042.25,0,4.059580569785761,58.50480769230769,0.0190484016763908,0,1,1,0,1,1,0
43,91.65,3954.1,0,4.517976974285714,91.95581395348836,0.0231784729774158,0,0,0,0,0,0,0
37,76.5,2868.15,1,4.33729074083249,77.51756756756757,0.0266722451754615,0,0,0,0,0,0,0
64,54.6,3423.5,0,4.000033882750859,53.4921875,0.0159485906236307,0,0,0,0,1,0,1
3,89.85,248.4,0,4.498141613229568,82.8,0.3617149758454106,0,0,0,0,0,0,0
36,31.05,1126.35,0,3.435598808379488,31.2875,0.0275669196963643,1,0,1,0,1,0,1
10,100.25,1064.65,1,4.607667066186679,106.465,0.0941624007889916,0,0,0,0,0,0,0
41,20.65,835.15,0,3.027715319407042,20.36951219512195,0.0247260971083038,0,0,1,1,1,0,1
27,85.2,2151.6,0,4.44500143383527,79.68888888888888,0.0395984383714445,0,1,1,0,0,0,0
56,99.8,5515.45,0,4.603168183317418,98.49017857142856,0.0180946250985866,0,1,1,0,1,1,0
6,20.7,112.75,0,3.030133700271324,18.791666666666668,0.1835920177383592,0,0,1,1,0,0,0
3,74.4,229.55,1,4.309455941839047,76.51666666666667,0.3241123938139839,0,0,0,0,0,0,0
7,50.7,350.35,0,3.9259259105971376,50.05,0.1447124304267161,0,0,1,1,0,0,0
4,20.85,62.9,0,3.03735394824481,15.725,0.3314785373608903,0,0,1,1,0,0,0
33,88.95,3027.65,0,4.4880744141118445,91.7469696969697,0.0293792215084306,0,0,0,0,1,0,1
27,78.05,2135.5,1,4.357349646961441,79.0925925925926,0.0365488176071177,0,0,0,0,0,0,0
72,23.55,1723.95,0,3.159125820462427,23.94375,0.0136604889933002,1,0,1,0,1,0,1
1,19.75,19.75,0,2.9831534913471307,19.75,1.0,0,0,1,1,0,0,0
71,56.45,3985.35,0,4.033355290595671,56.131690140845066,0.0141643770308755,0,0,0,0,1,1,0
13,85.95,1215.65,0,4.453765731828859,93.51153846153846,0.0707029161354008,0,0,0,0,0,0,0
25,58.6,1502.65,1,4.070734696582967,60.106,0.038997770605264,0,1,1,0,0,0,0
67,50.55,3260.1,0,3.92296294546648,48.65820895522388,0.0155056593356032,1,0,1,0,1,0,1
1,35.45,35.45,1,3.5681232529781366,35.45,1.0,0,0,0,0,0,0,0
2,44.35,81.25,1,3.792112708755589,40.625,0.5458461538461539,0,0,0,0,0,0,0
43,25.7,1188.2,0,3.246490991901174,27.632558139534886,0.0216293553273859,0,1,1,0,1,0,1
23,75.0,1778.5,0,4.31748811353631,77.32608695652173,0.042170368287883,1,0,1,0,0,0,0
64,20.2,1277.75,0,3.005682604407159,19.96484375,0.0158090393269418,0,0,1,1,1,0,1
57,19.6,1170.55,0,2.975529566236472,20.5359649122807,0.0167442655162103,0,0,1,1,1,0,1
1,70.45,70.45,1,4.254903238344689,70.45,1.0,0,0,1,1,0,0,0
72,88.05,6425.65,0,4.477904834942216,89.24513888888889,0.013702893870659,0,1,1,0,1,0,1
8,71.15,563.65,1,4.264790324535862,70.45625,0.126230816996363,0,0,0,0,0,0,0
61,101.05,5971.25,0,4.61561544384963,97.88934426229508,0.0169227548670713,1,0,1,0,1,0,1
64,84.3,5289.05,0,4.4343818650078095,82.64140625,0.0159385901059736,0,1,1,0,1,1,0
71,23.95,1756.2,0,3.175968323856924,24.735211267605635,0.0136373989295068,1,0,1,0,1,0,1
65,99.05,6416.7,0,4.59562477314456,98.71846153846154,0.0154362834478781,0,1,1,0,1,0,1
3,19.6,61.35,0,2.975529566236472,20.45,0.319478402607987,0,0,1,1,1,1,0
1,45.65,45.65,1,3.8210036070409776,45.65,1.0,0,0,0,0,0,0,0
30,64.5,1929.95,0,4.166665223801727,64.33166666666666,0.0334205549366563,0,1,1,0,1,1,0
15,69.5,1071.4,0,4.241326752570746,71.42666666666668,0.064868396490573,0,0,1,1,0,0,0
8,68.55,564.35,0,4.227563406008323,70.54375,0.1214671746256755,0,0,0,0,0,0,0
7,95.0,655.5,1,4.553876891600541,93.64285714285714,0.144927536231884,0,0,1,1,0,0,0
70,108.15,7930.55,0,4.683519152399068,113.29357142857144,0.0136371373990454,0,1,1,0,1,1,0
62,86.1,5215.25,0,4.455509411433685,84.11693548387096,0.0165092756818944,0,0,0,0,1,0,1
6,19.7,113.5,0,2.9806186357439426,18.916666666666668,0.173568281938326,0,0,1,1,0,0,0
14,80.9,1152.8,0,4.393213824064446,82.34285714285714,0.070176960444136,1,0,1,0,0,0,0
22,84.15,1821.95,0,4.432600920636815,82.81590909090909,0.0461867779027964,1,0,1,0,0,0,0
22,20.15,419.9,0,3.003204288392692,19.08636363636364,0.0479876160990712,0,0,1,1,1,1,0
16,64.25,1024.0,0,4.162781723775329,64.0,0.062744140625,0,0,1,1,1,0,1
10,25.7,251.6,0,3.246490991901174,25.16,0.1021462639109697,1,0,1,0,1,0,1
13,56.0,764.55,0,4.02535169073515,58.81153846153846,0.0732457000850173,0,0,0,0,0,0,0
20,82.4,1592.35,1,4.411585436915426,79.61749999999999,0.0517474173391528,0,0,0,0,0,0,0
2,69.7,135.2,0,4.244200317766478,67.6,0.5155325443786983,0,0,0,0,0,0,0
53,73.9,3958.25,0,4.302712827954156,74.68396226415095,0.0186698667340365,1,0,1,0,1,0,1
11,20.6,233.9,0,3.025291075795536,21.263636363636365,0.0880718255664814,0,0,1,1,1,1,0
69,19.9,1363.45,0,2.990719731730447,19.76014492753623,0.0145953280281638,0,0,1,1,1,0,1
4,70.9,273.0,1,4.2612704335380815,68.25,0.2597069597069597,1,0,1,0,0,0,0
72,89.05,6254.45,0,4.489198009735671,86.86736111111111,0.014237862641799,1,0,1,0,1,0,1
58,45.3,2651.2,1,3.813307032488989,45.710344827586205,0.0170866022933011,0,0,0,0,0,0,0
16,20.4,321.4,0,3.0155349008501706,20.0875,0.0634723086496577,0,0,0,0,0,0,0
43,84.25,3539.25,0,4.433788569232471,82.30813953488372,0.0238044783499328,1,0,1,0,1,1,0
2,104.4,242.8,1,4.648229675448539,121.4,0.4299835255354201,0,0,0,0,0,0,0
14,81.95,1181.75,0,4.406109305189839,84.41071428571429,0.0693463084408715,0,0,1,1,1,0,1
53,94.85,5000.2,1,4.552296696381023,94.3433962264151,0.0189692412303507,1,0,1,0,1,1,0
32,20.55,654.55,0,3.022860940942244,20.4546875,0.031395615308227,1,0,1,0,1,1,0
34,24.7,780.2,0,3.2068032436339315,22.947058823529414,0.0316585490899769,0,0,0,0,0,0,0
15,74.45,1145.7,1,4.310127759130018,76.38000000000001,0.0649821070088155,0,0,1,1,0,0,0
7,76.45,503.6,1,4.336636932375072,71.94285714285715,0.1518069896743447,1,0,1,0,0,0,0
15,105.35,1559.25,0,4.6572881402501976,103.95,0.0675645342312008,1,0,1,0,0,0,0
61,20.55,1252.0,0,3.022860940942244,20.524590163934427,0.0164137380191693,0,1,1,0,1,1,0
1,29.95,29.95,1,3.3995293245614584,29.95,1.0,1,0,1,0,0,0,0
1,45.3,45.3,0,3.813307032488989,45.3,1.0,0,0,1,1,0,0,0
8,84.5,662.65,1,4.436751534363128,82.83125,0.127518297743907,1,0,1,0,0,0,0
33,74.75,2453.3,0,4.314149212270796,74.34242424242424,0.0304691639832062,0,1,1,0,1,1,0
13,79.25,1111.65,1,4.37260741275739,85.51153846153846,0.07129042414429,0,0,0,0,0,0,0
1,24.8,24.8,1,3.210843653170937,24.8,1.0,0,0,0,0,0,0,0
20,51.8,1023.85,0,3.947390149265437,51.1925,0.0505933486350539,0,0,1,1,0,0,0
3,30.4,82.15,0,3.414442608412176,27.383333333333336,0.3700547778454047,0,0,0,0,0,0,0
13,19.65,244.8,0,2.9780773383152703,18.83076923076923,0.0802696078431372,0,0,0,0,1,1,0
40,56.6,2379.1,0,4.036008985209137,59.4775,0.0237905090160144,0,1,1,0,0,0,0
43,71.9,3173.35,0,4.275276264727001,73.79883720930232,0.0226574440260292,0,1,1,0,1,1,0
6,91.0,531.0,1,4.51085950651685,88.5,0.1713747645951036,0,0,0,0,0,0,0
69,19.75,1375.4,0,2.9831534913471307,19.933333333333334,0.0143594590664533,1,0,1,0,1,0,1
72,109.7,8129.3,0,4.697749367281185,112.90694444444443,0.0134943968115335,0,1,1,0,1,0,1
59,19.3,1192.7,0,2.96010509591084,20.215254237288136,0.0161817724490651,0,1,1,0,1,0,1
20,96.55,1901.65,0,4.570061008874523,95.0825,0.0507716982620356,0,0,0,0,0,0,0
24,24.1,587.4,0,3.1822118404966093,24.475,0.0410282601293837,1,0,1,0,1,0,1
59,111.35,6519.75,0,4.712678393703377,110.5042372881356,0.0170788757237624,0,0,0,0,0,0,0
72,112.25,8041.65,0,4.720728526622364,111.68958333333332,0.0139585781524935,1,0,1,0,1,0,1
1,20.75,20.75,0,3.0325462466767075,20.75,1.0,0,0,1,1,0,0,0
27,101.9,2681.15,0,4.623991940228679,99.30185185185184,0.0380060794808198,0,1,1,0,1,1,0
14,80.05,1112.3,0,4.382651439442724,79.45,0.0719679942461566,0,1,1,0,0,0,0
71,105.55,7405.5,0,4.65918477429433,104.30281690140843,0.0142529201269326,0,0,0,0,1,0,1
13,78.3,1033.95,0,4.360547602996758,79.53461538461539,0.0757290004352241,0,1,1,0,0,0,0
44,68.85,2958.95,0,4.231930225174664,67.24886363636364,0.0232683891245205,0,1,1,0,0,0,0
33,79.95,2684.85,0,4.381401439279963,81.35909090909091,0.0297781998994357,1,0,1,0,1,1,0
72,55.45,4179.2,0,4.015481713796376,58.04444444444445,0.0132680895865237,0,1,1,0,1,0,1
1,79.9,79.9,1,4.380775852772229,79.9,1.0,0,0,0,0,0,0,0
19,106.6,1934.45,1,4.669083511731744,101.81315789473685,0.0551061025097572,0,0,0,0,0,0,0
64,102.45,6654.1,0,4.629374874684909,103.9703125,0.0153965224448084,0,1,1,0,1,1,0
2,46.0,84.5,1,3.828641396489095,42.25,0.5443786982248521,0,1,1,0,0,0,0
1,25.25,25.25,0,3.228826155721369,25.25,1.0,0,0,0,0,0,0,0
61,19.75,1124.2,0,2.9831534913471307,18.42950819672131,0.0175680483899661,0,0,1,1,1,0,1
29,20.0,540.05,0,2.995732273553991,18.622413793103448,0.0370336079992593,0,0,0,0,1,1,0
23,86.8,1975.85,0,4.463606621666305,85.90652173913043,0.0439304603082217,0,0,0,0,0,0,0
57,58.75,3437.45,0,4.073291153024268,60.30614035087719,0.0170911576895663,1,0,1,0,0,0,0
72,45.25,3139.8,0,3.8122026701459353,43.60833333333333,0.0144117459710809,0,1,1,0,1,0,1
66,56.6,3789.2,0,4.036008985209137,57.41212121212121,0.01493718990816,1,0,1,0,1,0,1
65,84.2,5324.5,0,4.4331949212482815,81.91538461538461,0.015813691426425,1,0,1,0,1,0,1
8,80.0,624.6,0,4.382026634673881,78.075,0.1280819724623759,1,0,1,0,0,0,0
4,70.15,268.35,1,4.25063580654847,67.0875,0.2614123346376001,0,0,0,0,0,0,0
71,24.75,1836.9,0,3.2088254890146994,25.87183098591549,0.0134737873591376,1,0,1,0,1,0,1
1,20.2,20.2,0,3.005682604407159,20.2,1.0,0,0,0,0,1,1,0
4,50.05,179.35,1,3.9130225057612296,44.8375,0.279063284081405,0,0,1,1,0,0,0
12,19.35,219.35,0,2.962692419475791,18.279166666666665,0.0882151812172327,1,0,1,0,1,1,0
24,50.6,1288.75,0,3.92395157629342,53.69791666666666,0.0392628516003879,0,0,1,1,1,1,0
31,81.15,2545.75,0,4.396299293960601,82.12096774193549,0.0318766571737209,0,0,1,1,1,1,0
1,55.2,55.2,1,4.01096295328305,55.2,1.0,0,0,1,1,0,0,0
30,89.9,2723.15,0,4.498697941477575,90.77166666666668,0.0330132383452986,0,1,1,0,0,0,0
47,85.3,4107.25,0,4.446174454497633,87.38829787234043,0.0207681538742467,0,1,1,0,1,0,1
54,108.0,5760.65,0,4.68213122712422,106.6787037037037,0.0187478843533281,0,1,1,0,1,0,1
50,93.5,4747.5,0,4.537961436294641,94.95,0.0196945760926803,0,1,1,0,0,0,0
1,84.6,84.6,1,4.437934266612178,84.6,1.0,0,0,1,1,0,0,0
72,20.25,1566.9,0,3.0081547935525483,21.762500000000003,0.0129236071223434,0,1,1,0,1,0,1
29,25.15,702.0,0,3.224857896545748,24.20689655172414,0.0358262108262108,0,0,0,0,0,0,0
2,54.4,114.1,1,3.996364153861897,57.05,0.476774758983348,0,0,1,1,0,0,0
10,29.6,299.05,0,3.387774361330014,29.905,0.098980103661595,0,0,1,1,1,0,1
18,73.15,1305.95,0,4.292512127466133,72.55277777777778,0.0560128641984762,0,0,0,0,0,0,0
11,95.0,1120.3,1,4.553876891600541,101.84545454545454,0.0847987146300098,0,0,0,0,0,0,0
16,19.75,284.35,0,2.9831534913471307,17.771875,0.0694566555301565,0,0,1,1,1,0,1
72,86.6,6350.5,0,4.461299815568389,88.20138888888889,0.0136367215179907,1,0,1,0,1,0,1
72,109.2,7878.3,0,4.693181063310805,109.42083333333332,0.0138608583069951,1,0,1,0,1,0,1
41,74.7,3187.65,0,4.313480092138772,77.74756097560976,0.0234341913321726,0,1,1,0,1,1,0
65,94.4,6126.15,0,4.547541073151455,94.24846153846153,0.0154093517135558,0,0,0,0,0,0,0
13,54.8,731.3,0,4.00369019395397,56.25384615384615,0.0749350471762614,0,0,0,0,0,0,0
4,75.35,273.4,0,4.322143925072504,68.35,0.2756035113386978,0,0,0,0,0,0,0
41,65.0,2531.8,0,4.174387269895637,61.75121951219513,0.0256734339205308,0,0,1,1,1,1,0
15,74.4,1074.3,1,4.309455941839047,71.61999999999999,0.0692543982127897,0,0,0,0,0,0,0
1,48.55,48.55,1,3.882594194737334,48.55,1.0,0,0,1,1,0,0,0
42,99.0,4298.45,0,4.59511985013459,102.3440476190476,0.0230315578871453,0,0,0,0,1,1,0
51,93.5,4619.55,0,4.537961436294641,90.57941176470588,0.0202400666731608,0,0,0,0,1,1,0
2,70.4,147.15,1,4.254193263163997,73.575,0.4784233775059463,0,0,0,0,0,0,0
1,40.2,40.2,1,3.693866995624976,40.2,1.0,0,0,0,0,0,0,0
32,83.7,2633.3,0,4.4272389774954295,82.290625,0.0317852124710439,0,1,1,0,1,1,0
10,19.85,193.05,0,2.9882040071331994,19.305,0.1028231028231028,0,0,1,1,0,0,0
67,59.55,4103.9,0,4.0868162958013095,61.252238805970144,0.0145105874899485,0,0,0,0,1,0,1
61,115.1,7008.15,0,4.745801315727837,114.88770491803278,0.0164237352225623,0,1,1,0,1,0,1
50,114.35,5791.1,0,4.73926392046879,115.822,0.0197458168569011,0,1,1,0,1,1,0
2,44.6,80.55,1,3.7977338590260175,40.275,0.553693358162632,0,1,1,0,0,0,0
29,45.0,1228.65,0,3.80666248977032,42.36724137931035,0.0366255646441215,0,0,0,0,0,0,0
3,41.15,132.2,1,3.717223927123079,44.06666666666666,0.3112708018154312,0,0,0,0,0,0,0
13,106.9,1364.3,1,4.671893818030999,104.94615384615383,0.078355200469105,0,0,0,0,0,0,0
57,89.85,4925.35,0,4.498141613229568,86.40964912280702,0.0182423584110773,0,0,0,0,0,0,0
31,49.85,1520.1,0,3.909018496407848,49.03548387096774,0.0327938951384777,1,0,1,0,1,0,1
45,113.3,5032.25,0,4.730039168033961,111.82777777777778,0.0225147796711212,0,0,1,1,1,1,0
61,88.1,5526.75,0,4.478472532942134,90.60245901639344,0.0159406522820825,0,0,1,1,1,0,1
50,24.9,1195.25,0,3.214867803470662,23.905,0.0208324618280694,1,0,1,0,1,0,1
19,105.0,2007.25,0,4.653960350157523,105.64473684210526,0.05231037489102,0,0,1,1,0,0,0
59,19.35,1099.6,1,2.962692419475791,18.63728813559322,0.0175973081120407,0,0,1,1,1,0,1
71,24.25,1732.95,0,3.188416617383492,24.40774647887324,0.0139934793271588,0,1,1,0,1,0,1
16,94.45,1511.2,1,4.548070593947519,94.45,0.0625,0,0,0,0,0,0,0
57,59.75,3450.15,0,4.09016919081162,60.52894736842106,0.0173180876193788,0,0,0,0,1,0,1
1,24.8,24.8,1,3.210843653170937,24.8,1.0,1,0,1,0,0,0,0
20,107.05,2172.05,0,4.673296015035692,108.6025,0.0492852374484933,0,0,0,0,0,0,0
1,70.6,70.6,1,4.257030144499196,70.6,1.0,0,0,1,1,0,0,0
5,85.4,401.1,1,4.447346100794524,80.22,0.212914485165794,0,0,0,0,0,0,0
